GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - No vehicle available,Margin of Error; Total: - No vehicle available,Estimate; Total: - 1 vehicle available,Margin of Error; Total: - 1 vehicle available,Estimate; Total: - 2 vehicles available,Margin of Error; Total: - 2 vehicles available,Estimate; Total: - 3 vehicles available,Margin of Error; Total: - 3 vehicles available,Estimate; Total: - 4 or more vehicles available,Margin of Error; Total: - 4 or more vehicles available,Estimate; Total: - 1-person household:,Margin of Error; Total: - 1-person household:,Estimate; Total: - 1-person household: - No vehicle available,Margin of Error; Total: - 1-person household: - No vehicle available,Estimate; Total: - 1-person household: - 1 vehicle available,Margin of Error; Total: - 1-person household: - 1 vehicle available,Estimate; Total: - 1-person household: - 2 vehicles available,Margin of Error; Total: - 1-person household: - 2 vehicles available,Estimate; Total: - 1-person household: - 3 vehicles available,Margin of Error; Total: - 1-person household: - 3 vehicles available,Estimate; Total: - 1-person household: - 4 or more vehicles available,Margin of Error; Total: - 1-person household: - 4 or more vehicles available,Estimate; Total: - 2-person household:,Margin of Error; Total: - 2-person household:,Estimate; Total: - 2-person household: - No vehicle available,Margin of Error; Total: - 2-person household: - No vehicle available,Estimate; Total: - 2-person household: - 1 vehicle available,Margin of Error; Total: - 2-person household: - 1 vehicle available,Estimate; Total: - 2-person household: - 2 vehicles available,Margin of Error; Total: - 2-person household: - 2 vehicles available,Estimate; Total: - 2-person household: - 3 vehicles available,Margin of Error; Total: - 2-person household: - 3 vehicles available,Estimate; Total: - 2-person household: - 4 or more vehicles available,Margin of Error; Total: - 2-person household: - 4 or more vehicles available,Estimate; Total: - 3-person household:,Margin of Error; Total: - 3-person household:,Estimate; Total: - 3-person household: - No vehicle available,Margin of Error; Total: - 3-person household: - No vehicle available,Estimate; Total: - 3-person household: - 1 vehicle available,Margin of Error; Total: - 3-person household: - 1 vehicle available,Estimate; Total: - 3-person household: - 2 vehicles available,Margin of Error; Total: - 3-person household: - 2 vehicles available,Estimate; Total: - 3-person household: - 3 vehicles available,Margin of Error; Total: - 3-person household: - 3 vehicles available,Estimate; Total: - 3-person household: - 4 or more vehicles available,Margin of Error; Total: - 3-person household: - 4 or more vehicles available,Estimate; Total: - 4-or-more-person household:,Margin of Error; Total: - 4-or-more-person household:,Estimate; Total: - 4-or-more-person household: - No vehicle available,Margin of Error; Total: - 4-or-more-person household: - No vehicle available,Estimate; Total: - 4-or-more-person household: - 1 vehicle available,Margin of Error; Total: - 4-or-more-person household: - 1 vehicle available,Estimate; Total: - 4-or-more-person household: - 2 vehicles available,Margin of Error; Total: - 4-or-more-person household: - 2 vehicles available,Estimate; Total: - 4-or-more-person household: - 3 vehicles available,Margin of Error; Total: - 4-or-more-person household: - 3 vehicles available,Estimate; Total: - 4-or-more-person household: - 4 or more vehicles available,Margin of Error; Total: - 4-or-more-person household: - 4 or more vehicles available
0400043US27,27,Minnesota -- Rural,564390,2272,18880,569,115055,1077,227026,1732,130078,1441,73351,838,127869,1460,12214,428,72976,898,31170,728,7788,329,3721,209,236033,1634,3422,234,26797,656,124838,1173,58077,898,22899,497,75812,1100,1311,166,7632,329,24062,581,26623,774,16184,453,124676,1198,1933,196,7650,389,46956,757,37590,732,30547,662
0400043US28,28,Mississippi -- Rural,553671,3099,29680,1284,159541,2446,209935,2841,103243,1824,51272,1490,143161,3065,18289,1017,85349,2173,31080,1277,6096,603,2347,311,197933,2846,6052,540,38828,1299,98524,2500,39775,1365,14754,879,87306,2055,2633,358,16603,903,32388,1336,25132,1127,10550,794,125271,2028,2706,368,18761,911,47943,1716,32240,1505,23621,1080
0400043US29,29,Missouri -- Rural,679455,2940,28170,1006,162084,2250,266426,2062,143480,2012,79295,1396,154045,2273,16402,769,89153,1725,37022,1043,8329,524,3139,395,277014,2467,5774,420,42914,1111,140422,1839,63998,1296,23906,906,100443,1731,2237,319,14600,777,35374,1086,30839,1255,17393,953,147953,2033,3757,373,15417,648,53608,1430,40314,984,34857,975
0400043US30,30,Montana -- Rural,177898,1457,5094,384,38391,1093,65800,1130,41274,1134,27339,792,46894,988,3089,294,24135,889,13438,478,4034,332,2198,307,75587,1133,1070,157,8720,476,34061,822,20118,777,11618,534,21959,883,337,92,2454,281,7267,538,7099,423,4802,373,33458,857,598,125,3082,297,11034,607,10023,518,8721,528
0400043US31,31,Nebraska -- Rural,200779,1233,5954,256,39809,880,73642,878,48714,757,32660,729,51419,946,4304,226,26515,770,14760,463,3943,253,1897,192,83133,1054,929,121,8183,364,38252,725,23806,538,11963,417,24181,588,327,76,2236,188,6960,343,8602,385,6056,305,42046,559,394,77,2875,241,13670,500,12363,369,12744,423
0400043US32,32,Nevada -- Rural,61850,1165,1927,267,15236,808,23274,813,13520,645,7893,478,16382,779,1233,211,8832,578,4120,440,1522,267,675,175,26645,906,328,110,4086,378,12651,645,6315,483,3265,259,7558,480,80,50,1191,218,2429,297,2642,317,1216,225,11265,549,286,130,1127,254,4074,405,3041,329,2737,292
0400043US33,33,New Hampshire -- Rural,205933,1606,5803,442,49621,1265,91100,1533,40081,1175,19328,866,44218,1185,3778,379,30299,954,8006,607,1431,192,704,153,85935,1450,1157,164,13373,752,50858,1385,15716,797,4831,460,32446,962,395,114,3530,364,12823,635,11130,580,4568,445,43334,1064,473,124,2419,341,19413,765,11804,680,9225,510
0400043US34,34,New Jersey -- Rural,163106,1620,5117,523,32618,1003,69382,1370,35906,1194,20083,873,31792,933,3252,404,20516,796,6370,456,1191,250,463,112,59172,1362,1087,233,7233,516,35707,1033,11337,661,3808,417,28158,1041,294,78,2424,338,9952,559,11054,699,4434,417,43984,1086,484,127,2445,357,17353,829,12324,686,11378,608
0400043US35,35,New Mexico -- Rural,161152,1807,7495,448,43805,1113,60621,1525,31857,1119,17374,934,45026,1428,4657,349,24783,985,11127,717,3257,411,1202,264,61414,1470,1496,210,10714,556,29372,1022,14158,724,5674,545,21464,925,636,128,3790,302,7752,705,6185,423,3101,324,33248,906,706,154,4518,379,12370,704,8257,455,7397,538
0400043US36,36,New York -- Rural,907248,3416,42939,1242,264504,2744,380161,2891,154230,1957,65414,1022,220088,2711,24062,1056,150105,2251,36746,903,6807,517,2368,269,359777,2565,9242,496,72452,1292,205554,2373,56711,1268,15818,637,141794,1922,3374,346,22400,1022,55602,1400,45036,1205,15382,656,185589,1711,6261,413,19547,812,82259,1571,45676,1133,31846,793
0400043US37,37,North Carolina -- Rural,1294315,4476,58608,1561,336165,3930,491379,3675,264887,3552,143276,2582,323636,3419,35938,1058,185986,2700,76921,1692,18519,1036,6272,539,500953,3403,13119,895,83208,2012,242093,2771,114847,2027,47686,1310,212341,3238,5124,543,33987,1254,76217,1837,62716,1992,34297,1185,257385,3128,4427,481,32984,1483,96148,2381,68805,1620,55021,1716
0400043US38,38,North Dakota -- Rural,119856,1159,3604,252,25629,751,43744,957,26052,683,20827,553,32075,747,2388,196,16756,617,8862,409,2635,212,1434,143,47869,800,671,100,5005,325,21751,571,12234,411,8208,362,15057,628,216,65,1633,201,4571,396,4565,318,4072,300,24855,532,329,69,2235,201,8560,428,6618,339,7113,374
0400043US39,39,Ohio -- Rural,956344,3375,41650,1074,200405,2518,373979,3026,216536,2609,123774,1874,201571,2587,19170,848,116580,2076,49025,1321,11752,787,5044,443,382643,2482,8232,475,50741,1237,197517,2023,91331,1441,34822,984,149609,1930,3632,340,16304,714,50251,1269,51500,1268,27922,1051,222521,2097,10616,475,16780,948,77186,1556,61953,1472,55986,1235
0400043US40,40,Oklahoma -- Rural,479775,2333,16655,575,120441,1456,191598,1927,98445,1361,52636,1097,111109,1346,10109,459,65513,981,26517,716,6579,382,2391,248,187591,1635,3636,249,30524,787,94728,1381,41175,996,17528,627,72249,1147,1450,176,11225,497,26876,714,21721,620,10977,500,108826,1274,1460,136,13179,521,43477,896,28970,823,21740,601
0400043US41,41,Oregon -- Rural,289977,2228,8155,625,59396,1489,110565,1985,69930,1704,41931,1220,64132,1396,4876,472,34236,1099,17967,845,5032,458,2021,279,130301,1733,1985,277,16834,833,62649,1366,35144,1145,13689,678,40130,1154,641,146,4228,420,12193,642,13895,728,9173,620,55414,1160,653,176,4098,342,17756,890,15859,799,17048,800
0400043US42,42,Pennsylvania -- Rural,1040868,3347,49054,1188,255010,2338,425867,2989,204985,2254,105952,1452,232095,2675,22913,837,148754,2069,47951,1077,8813,470,3664,358,423842,2704,10599,560,68981,1336,234571,2262,82342,1226,27349,730,163098,2230,4231,328,19522,808,57865,1439,55210,1328,26270,780,221833,1891,11311,484,17753,732,85480,1678,58620,1278,48669,1011
0400043US44,44,Rhode Island -- Rural,37075,794,752,219,7565,595,16701,830,7820,576,4237,394,7282,536,484,176,4525,444,1887,319,296,95,90,63,14952,586,226,100,2078,315,9067,556,2707,293,874,215,6224,506,0,29,476,159,2230,322,2538,357,980,200,8617,480,42,31,486,196,3517,389,2279,317,2293,298
0400043US45,45,South Carolina -- Rural,607457,3434,34210,1206,169693,2525,232717,2564,115259,2272,55578,1676,156912,2272,20178,1079,90305,1874,35587,1131,7910,581,2932,473,232058,2288,7706,541,44117,1207,115964,1675,47375,1243,16896,796,97310,2199,3361,420,17988,1058,35343,1359,27670,1279,12948,752,121177,1888,2965,365,17283,1063,45823,1402,32304,1316,22802,977
0400043US46,46,South Dakota -- Rural,140861,1264,5262,307,29733,742,50184,904,32279,841,23403,733,35993,922,2950,249,18266,585,10330,481,2973,240,1474,182,56317,956,1166,151,5832,315,24955,698,15426,608,8938,474,17774,713,374,75,2282,262,5122,317,5524,424,4472,329,30777,696,772,105,3353,233,9777,451,8356,479,8519,386
0400043US47,47,Tennessee -- Rural,843777,3359,33688,1206,211484,2870,330110,3335,173157,2558,95338,1944,199897,3083,21054,1035,117768,2479,46865,1497,10489,669,3721,339,330980,3160,7149,515,54853,1631,166627,2578,74111,1556,28240,974,137507,2314,2652,301,20939,852,50168,1715,41593,1320,22155,1051,175393,2222,2833,412,17924,981,66450,1644,46964,1432,41222,1369
0400043US48,48,Texas -- Rural,1456971,5108,46572,1542,371733,3878,624583,4624,282259,3481,131824,2626,310626,3590,27008,1205,198423,2742,67699,1764,12674,757,4822,544,555205,3721,10837,571,94690,2262,311695,3443,105354,1620,32629,1201,223506,3404,3747,371,36387,1462,90486,1883,66925,1773,25961,1028,367634,2978,4980,534,42233,1314,154703,2309,97306,2145,68412,1732
0400043US49,49,Utah -- Rural,93047,1022,1950,227,17671,697,36223,980,23110,794,14093,564,16208,643,1125,183,9019,548,4554,351,992,168,518,126,34485,951,369,94,4442,363,17085,691,8946,485,3643,265,12615,594,167,65,1595,254,4197,378,4346,374,2310,243,29739,703,289,82,2615,368,10387,510,8826,409,7622,478
0400043US50,50,Vermont -- Rural,157737,1186,6044,353,47656,964,68320,1028,25434,652,10283,490,41772,1066,4453,334,29187,821,6393,432,1247,201,492,107,65624,1015,1036,154,12270,568,38995,735,10229,396,3094,254,21718,721,220,72,3450,375,9451,551,6557,333,2040,195,28623,731,335,74,2749,307,13481,597,7401,368,4657,381
0400043US51,51,Virginia -- Rural,770450,3415,35320,1207,171412,2502,281115,2871,177186,2457,105417,1900,183759,2680,21297,974,99521,2155,46011,1171,12403,687,4527,472,307788,2586,7911,584,41924,1285,140511,2377,81766,1797,35676,1237,123398,2093,3130,400,15874,834,40571,1233,38780,1326,25043,1005,155505,1981,2982,352,14093,836,54022,1341,44237,1051,40171,1175
0400043US53,53,Washington -- Rural,422734,2416,11418,547,82430,1818,158574,2102,102877,1701,67435,1741,90195,1922,6721,447,47339,1369,26073,1084,6993,583,3069,355,182170,2265,2803,311,22407,1013,84103,1472,49464,1279,23393,1025,58612,1622,879,151,6234,481,18461,910,19454,876,13584,739,91757,1545,1015,165,6450,474,29937,1038,26966,1030,27389,1100
0400043US54,54,West Virginia -- Rural,367192,2107,23903,1126,110182,1926,145580,2411,60143,1641,27384,1034,92710,2162,14759,880,56600,1609,17361,751,2737,340,1253,240,146067,2322,5521,472,31326,1229,75463,1908,25595,1107,8162,576,59788,1413,1874,296,11622,745,24047,977,15823,865,6422,524,68627,1446,1749,277,10634,819,28709,1264,15988,771,11547,605
0400043US55,55,Wisconsin -- Rural,687302,3419,22189,636,150913,1692,287561,2184,150800,1242,75839,987,157206,1756,12636,479,96411,1272,36762,721,7960,400,3437,230,294514,1803,4485,286,36699,726,163878,1504,66984,742,22468,528,93800,1445,1574,182,9308,431,31671,744,33892,811,17355,549,141782,1355,3494,213,8495,402,55250,930,41964,682,32579,641
0400043US56,56,Wyoming -- Rural,79178,1001,1583,266,15147,669,28465,967,20190,821,13793,779,19306,773,943,200,9650,632,5858,479,1816,262,1039,233,33049,1006,321,131,3163,340,14246,871,9977,528,5342,409,10455,726,112,55,1068,188,3165,376,3556,390,2554,373,16368,679,207,81,1266,199,5196,413,4841,413,4858,459
0400043US72,72,Puerto Rico -- Rural,67567,1324,10261,688,29104,1088,20048,913,5832,469,2322,320,16084,814,6078,582,8506,659,1284,243,153,77,63,54,21864,901,2652,343,10286,673,7399,598,1197,240,330,125,14121,842,878,199,5419,456,5410,500,1844,303,570,173,15498,843,653,164,4893,553,5955,458,2638,268,1359,221
04000A0US01,01,Alabama -- In metropolitan or micropolitan statistical area,1683366,4878,102117,2325,551581,4187,628037,5246,272874,3411,128757,2381,489333,3909,63654,1738,321886,3761,81897,2151,16293,828,5603,504,590334,3853,21353,1081,126058,2230,306970,3615,102677,2118,33276,1179,273528,3742,9659,732,55447,1810,103679,2590,74652,1974,30091,1355,330171,3608,7451,633,48190,1487,135491,2656,79252,1836,59787,1570
04000A0US02,02,Alaska -- In metropolitan or micropolitan statistical area,190564,1208,10686,644,56452,1310,77012,1456,31206,976,15208,562,47708,1317,6680,531,29213,1006,9228,798,1694,289,893,211,64781,1333,2354,302,14229,671,34441,1045,10324,611,3433,371,31763,1165,874,201,6006,551,13168,788,8155,599,3560,386,46312,1219,778,191,7004,577,20175,918,11033,630,7322,436
04000A0US04,04,Arizona -- In metropolitan or micropolitan statistical area,2450619,6413,157746,2446,899527,4634,936116,5953,324235,3809,132995,2184,670156,4458,94908,1807,472294,3888,82653,1976,14740,804,5561,555,868735,4787,32086,1258,257266,3141,457898,4318,94683,1828,26802,1078,347338,4055,13308,965,77424,1998,146970,2870,86509,2036,23127,994,564390,3839,17444,918,92543,1943,248595,3239,128303,2587,77505,1526
04000A0US05,05,Arkansas -- In metropolitan or micropolitan statistical area,932041,3496,57417,1673,316492,3503,363369,3308,138431,2525,56332,1615,263183,3120,36113,1210,177212,2973,41474,1288,6407,590,1977,324,328453,3216,11147,747,75136,1984,179545,2694,49789,1573,12836,700,148243,2889,4896,598,32767,1546,59388,1820,39217,1391,11975,710,192162,2302,5261,559,31377,1275,82962,1710,43018,1329,29544,1114
04000A0US06,06,California -- In metropolitan or micropolitan statistical area,12780872,18351,949672,5852,3995749,11689,4772898,16989,2005460,10155,1057093,6072,3043425,9902,542483,5101,2039696,8263,370909,3959,65856,1751,24481,1091,3847003,11158,211183,3115,993320,7905,2035394,8826,471951,4083,135155,2496,2133993,13510,85191,1756,444768,4718,870745,8435,562832,5908,170457,2742,3756451,11332,110815,2614,517965,5026,1495850,8550,904821,6585,727000,5217
04000A0US08,08,Colorado -- In metropolitan or micropolitan statistical area,1959501,3877,103690,1967,589075,4043,794052,4415,322335,3083,150349,2574,530729,4064,68879,1637,361906,3433,78186,2125,15857,823,5901,442,689863,3773,20279,1071,128637,2388,393153,3240,111340,1857,36454,1424,300074,3748,7121,616,52464,1807,125046,2710,85214,1855,30229,1071,438835,3152,7411,596,46068,1530,197667,2687,109924,2075,77765,1691
04000A0US09,09,Connecticut -- In metropolitan or micropolitan statistical area,1361755,3669,122253,2368,442460,3890,512498,4052,199602,2570,84942,1606,383275,2939,75265,1812,257851,2686,40996,1465,6710,579,2453,353,460702,3355,23504,1227,105037,1926,253851,2644,61781,1459,16529,838,221236,2882,11424,750,42765,1512,85827,2183,62080,1508,19140,893,296542,2562,12060,808,36807,1340,131824,2188,69031,1684,46820,1363
04000A0US10,10,Delaware -- In metropolitan or micropolitan statistical area,352357,1633,21760,907,119663,1891,139831,1945,49725,1382,21378,943,94661,1683,12853,758,66808,1574,12189,845,1929,336,882,214,128496,1833,4601,460,30180,1182,73634,1572,15541,689,4540,411,54862,1408,1948,308,12004,981,21555,919,14666,821,4689,545,74338,1308,2358,285,10671,679,32453,913,17589,864,11267,687
04000A0US11,11,District of Columbia -- In metropolitan or micropolitan statistical area,277985,1316,99368,1475,122412,1737,45787,1172,7879,517,2539,320,121126,1825,58744,1299,57655,1555,3944,341,584,183,199,95,84873,1666,23975,951,37737,1194,20917,831,1858,241,386,117,34361,1190,8729,615,14377,773,8679,587,2204,256,372,110,37625,1041,7920,558,12643,682,12247,638,3233,341,1582,267
04000A0US12,12,Florida -- In metropolitan or micropolitan statistical area,7391387,23492,493350,5324,3009923,9739,2824029,14389,799856,7553,264229,3542,2125358,9448,304588,3657,1586139,8281,199598,3292,26736,1189,8297,646,2728199,10330,105145,2663,917483,6489,1464224,7744,200851,3283,40496,1246,1114548,9530,39779,1459,264768,3990,501017,6071,262610,3983,46374,1434,1423282,9876,43838,1319,241533,4203,659190,7302,309659,4235,169062,2860
04000A0US13,13,Georgia -- In metropolitan or micropolitan statistical area,3372675,7922,223449,3107,1123583,6709,1296113,8577,506539,5441,222991,3570,903376,6184,124131,2217,611519,5452,134153,2906,24379,1047,9194,752,1095957,6820,47533,1951,254568,4201,584885,5466,161257,2697,47714,1487,569647,6297,24608,1025,127621,2716,228099,4017,142197,2868,47122,1541,803695,5125,27177,1474,129875,2512,348976,4201,178706,3564,118961,2784
04000A0US15,15,Hawaii -- In metropolitan or micropolitan statistical area,455502,2028,37599,1135,152397,2318,165471,2187,61644,1567,38391,1019,108728,2075,23494,943,70301,1735,12448,700,1860,314,625,166,143943,2041,8155,608,47167,1558,71529,1433,14176,759,2916,340,75961,1847,2774,358,16789,801,33271,1096,18090,873,5037,493,126870,1664,3176,370,18140,882,48223,1253,27518,1019,29813,837
04000A0US16,16,Idaho -- In metropolitan or micropolitan statistical area,554066,2203,22898,1036,159191,2685,216094,2630,102625,2239,53258,1596,143232,2254,15129,855,94654,2157,25965,1094,5066,444,2418,326,196322,2510,4469,467,37751,1482,101926,1732,38477,1165,13699,829,80346,1825,1504,302,13850,869,31396,1236,22869,1247,10727,737,134166,1974,1796,282,12936,899,56807,1491,36213,1423,26414,1063
04000A0US17,17,Illinois -- In metropolitan or micropolitan statistical area,4574228,8838,504313,3920,1603594,6494,1670791,7892,566110,4523,229420,2654,1333926,6534,316387,3077,864690,5780,127509,2543,19019,915,6321,554,1467554,6604,105295,2054,409276,3953,774521,4463,144636,2303,33826,1215,701798,5912,39902,1064,161208,2608,286208,3615,172071,2712,42409,1075,1070950,5227,42729,1243,168420,2835,482553,4920,230384,3614,146864,2456
04000A0US18,18,Indiana -- In metropolitan or micropolitan statistical area,2358070,6585,157416,2427,771774,4931,910345,6567,358806,3958,159729,2497,671524,4540,97805,2032,452043,4448,96317,2004,18005,925,7354,677,819363,4851,29975,1077,177929,3068,447462,4024,125275,2189,38722,1284,357189,3899,12920,826,71190,1832,141404,2926,96235,2067,35440,1028,509994,3390,16716,886,70612,1752,225162,2984,119291,2369,78213,1717
04000A0US19,19,Iowa -- In metropolitan or micropolitan statistical area,947023,2745,55893,1389,292904,2776,373366,3397,153786,2026,71074,1627,272946,2327,38282,981,185098,2407,38793,1077,7286,562,3487,383,343166,2513,10321,694,61893,1497,194640,2279,58169,1465,18143,726,134178,2313,3397,375,23664,1237,53417,1502,39031,1424,14669,668,196733,2023,3893,497,22249,1190,86516,1724,49300,1251,34775,1183
04000A0US20,20,Kansas -- In metropolitan or micropolitan statistical area,960559,3187,53615,1543,292915,2718,383133,3534,154454,2129,76442,1783,273120,2893,37702,1231,184426,2286,40174,1217,7624,572,3194,331,331818,2934,8772,620,59528,1341,188715,2713,54846,1189,19957,935,140519,2237,3194,358,24964,1133,56792,1604,39756,1187,15813,754,215102,2215,3947,453,23997,1094,97452,1680,52228,1355,37478,1287
04000A0US21,21,Kentucky -- In metropolitan or micropolitan statistical area,1349276,3725,100195,2068,451212,3516,517805,4241,194606,2573,85458,1879,385075,3829,64015,1746,256159,3113,52937,1660,8466,655,3498,393,474727,3412,18993,1075,106670,2123,256230,2981,71111,1645,21723,973,215633,3470,8489,706,46869,1751,87970,2056,52993,1307,19312,861,273841,3108,8698,605,41514,1523,120668,2570,62036,1713,40925,1232
04000A0US22,22,Louisiana -- In metropolitan or micropolitan statistical area,1618235,5132,136209,2578,600433,4900,610695,4939,200915,3426,69983,1735,483337,4336,82777,1800,332302,3710,57273,1761,8582,809,2403,353,537480,4680,27486,1172,143337,2371,297386,3701,56284,1273,12987,764,268097,4067,12810,766,65067,1998,110141,2831,66009,2054,14070,841,329321,3483,13136,904,59727,1803,145895,2431,70040,1852,40523,1219
04000A0US23,23,Maine -- In metropolitan or micropolitan statistical area,376107,2002,28403,892,125950,1975,151337,2232,50169,1192,20248,835,108045,1909,20056,830,74462,1694,11132,712,1684,281,711,202,145855,1989,4834,556,32834,1066,84213,1653,18998,825,4976,427,56072,1439,1644,300,10729,671,24030,1020,15328,733,4341,428,66135,1413,1869,331,7925,711,31962,1164,14159,683,10220,549
04000A0US24,24,Maryland -- In metropolitan or micropolitan statistical area,2149627,4853,195160,2969,698350,4876,794660,6324,312732,3018,148725,2537,579838,4978,112083,2490,381331,4114,69788,1791,12341,762,4295,414,690035,4564,39679,1250,167629,2412,361164,3766,93933,1916,27630,1062,365312,4105,20285,1041,74490,1863,144846,2446,92998,1975,32693,1063,514442,3294,23113,986,74900,1931,218862,3150,113460,1858,84107,1888
04000A0US25,25,Massachusetts -- In metropolitan or micropolitan statistical area,2581954,4956,320302,3109,920901,4533,936631,5864,289841,3506,114279,2075,734931,4993,190595,2494,484180,4210,50291,1551,6986,545,2879,351,850552,4524,70280,1696,246586,2968,450888,3436,68021,1925,14777,750,429656,4554,31570,1468,99969,2235,172316,2862,104161,2175,21640,908,566815,3834,27857,1069,90166,2032,263136,3143,110673,2174,74983,1681
04000A0US26,26,Michigan -- In metropolitan or micropolitan statistical area,3608141,7629,288266,2952,1234263,5383,1393015,6471,483337,4152,209260,2310,1051238,4892,185977,2280,714428,4570,122587,2082,20387,918,7859,456,1244337,5057,55831,1617,293775,3237,706160,4532,148627,1863,39944,1087,544522,4400,21318,882,113106,2269,220119,2975,147918,2404,42061,1174,768044,3917,25140,1005,112954,2197,344149,3341,166405,2446,119396,1812
04000A0US27,27,Minnesota -- In metropolitan or micropolitan statistical area,1940217,4020,138021,2513,581582,3402,792077,3822,297977,2637,130560,1659,546266,3567,97105,2109,366902,3056,65113,1428,11826,570,5320,371,682456,3435,21903,1123,125603,1940,406254,3104,100626,1575,28070,780,279941,2706,8765,597,45139,1311,114854,1969,83612,1517,27571,864,431554,2717,10248,697,43938,1285,205856,2491,101913,1676,69599,1360
04000A0US28,28,Mississippi -- In metropolitan or micropolitan statistical area,866453,3278,55172,1568,289651,3398,326079,3562,135262,2497,60289,1637,242894,3464,33697,1366,156939,2835,41526,1575,7967,739,2765,357,293085,3176,10701,632,68730,2012,152624,2170,45852,1652,15178,915,141983,3025,5372,482,32277,1398,54406,1949,37256,1616,12672,963,188491,2495,5402,592,31705,1190,77523,2031,44187,1789,29674,1216
04000A0US29,29,Missouri -- In metropolitan or micropolitan statistical area,2059981,5528,147309,1680,688398,4738,789628,5296,302986,3254,131660,1930,605549,4535,96004,1518,414216,4191,77107,1723,13386,745,4836,466,717708,4641,27745,1389,155417,2753,401448,3658,103953,1915,29145,1069,314388,3802,11787,910,61510,1710,125881,2907,86628,2016,28582,1122,422336,3762,11773,731,57255,2115,185192,3001,99019,2105,69097,1596
04000A0US30,30,Montana -- In metropolitan or micropolitan statistical area,277287,1277,14352,806,79200,1783,106604,1914,50872,1360,26259,915,83973,1206,10483,667,52275,1432,16071,753,3532,382,1612,283,104308,1490,2594,357,16120,780,55979,1261,20625,857,8990,627,38582,1380,502,140,6125,496,14108,1018,12534,725,5313,419,50424,1282,773,212,4680,486,20446,898,14181,781,10344,640
04000A0US31,31,Nebraska -- In metropolitan or micropolitan statistical area,605206,1624,35089,1034,187361,2304,239915,2305,96486,1606,46355,1027,172812,1997,25106,994,117719,1741,23582,901,4462,388,1943,251,209308,2102,5707,500,38163,1077,120849,1720,33665,1029,10924,560,86204,1821,1866,287,16478,876,33663,1251,25519,834,8678,492,136882,1472,2410,338,15001,790,61821,1275,32840,1064,24810,848
04000A0US32,32,Nevada -- In metropolitan or micropolitan statistical area,1040422,3741,79615,1725,379941,2904,382071,3605,139100,2318,59695,1472,295295,3310,47810,1523,200857,2664,36975,1310,7030,580,2623,307,349944,3530,17654,893,101427,1954,178935,2474,39127,1222,12801,545,157803,2672,6259,487,38087,1374,66197,1799,37019,1127,10241,556,237380,2506,7892,655,39570,1245,99964,1814,55924,1540,34030,1213
04000A0US33,33,New Hampshire -- In metropolitan or micropolitan statistical area,505507,2209,26185,1088,151876,2237,212134,2522,78847,1844,36465,1146,128972,2187,17948,900,92726,1956,14797,857,2405,283,1096,199,191428,2528,4105,454,36915,1192,116884,2120,26112,913,7412,494,82935,1991,2300,327,13042,821,32906,1103,26006,1031,8681,629,102172,1402,1832,292,9193,685,47547,1103,24324,981,19276,784
04000A0US34,34,New Jersey -- In metropolitan or micropolitan statistical area,3199111,7594,364966,3209,1096118,6467,1158192,6617,403671,3424,176164,2494,822446,5406,192103,2645,549066,4797,68410,1855,9648,651,3219,334,982815,5165,78601,1856,281769,3747,511521,3756,89985,1863,20939,991,566377,5109,42471,1412,128776,2173,221355,3524,138850,2430,34925,1191,827473,3965,51791,1509,136507,2436,356906,3538,165188,2553,117081,1889
04000A0US35,35,New Mexico -- In metropolitan or micropolitan statistical area,743408,3320,42352,1395,246988,2832,277397,2959,121292,1993,55379,1720,222457,2710,27983,1216,144001,2241,39054,1158,8376,559,3043,372,252581,3099,7830,623,56209,1591,130743,2312,43253,1473,14546,855,110668,2004,3335,383,23745,1075,43430,1388,29260,1136,10898,636,157702,2345,3204,423,23033,1101,64170,1771,40403,1354,26892,1144
04000A0US36,36,New York -- In metropolitan or micropolitan statistical area,7150612,13458,2104864,8999,2343308,8655,1857874,8657,596131,5259,248435,3078,2126418,7748,978628,6450,995922,5907,125237,2248,19247,1025,7384,483,2208521,9377,546687,5222,641060,4541,838357,4872,146765,2207,35652,1180,1153544,9457,266578,3755,312032,4409,337088,4319,192380,2871,45466,1457,1662129,7425,312971,3796,394294,3975,557192,4645,237739,2924,159933,2290
