GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - No workers,Margin of Error; Total: - No workers,Estimate; Total: - 1 worker,Margin of Error; Total: - 1 worker,Estimate; Total: - 2 workers,Margin of Error; Total: - 2 workers,Estimate; Total: - 3 or more workers,Margin of Error; Total: - 3 or more workers,Estimate; Total: - 1-person household:,Margin of Error; Total: - 1-person household:,Estimate; Total: - 1-person household: - No workers,Margin of Error; Total: - 1-person household: - No workers,Estimate; Total: - 1-person household: - 1 worker,Margin of Error; Total: - 1-person household: - 1 worker,Estimate; Total: - 2-person household:,Margin of Error; Total: - 2-person household:,Estimate; Total: - 2-person household: - No workers,Margin of Error; Total: - 2-person household: - No workers,Estimate; Total: - 2-person household: - 1 worker,Margin of Error; Total: - 2-person household: - 1 worker,Estimate; Total: - 2-person household: - 2 workers,Margin of Error; Total: - 2-person household: - 2 workers,Estimate; Total: - 3-person household:,Margin of Error; Total: - 3-person household:,Estimate; Total: - 3-person household: - No workers,Margin of Error; Total: - 3-person household: - No workers,Estimate; Total: - 3-person household: - 1 worker,Margin of Error; Total: - 3-person household: - 1 worker,Estimate; Total: - 3-person household: - 2 workers,Margin of Error; Total: - 3-person household: - 2 workers,Estimate; Total: - 3-person household: - 3 workers,Margin of Error; Total: - 3-person household: - 3 workers,Estimate; Total: - 4-or-more-person household:,Margin of Error; Total: - 4-or-more-person household:,Estimate; Total: - 4-or-more-person household: - No workers,Margin of Error; Total: - 4-or-more-person household: - No workers,Estimate; Total: - 4-or-more-person household: - 1 worker,Margin of Error; Total: - 4-or-more-person household: - 1 worker,Estimate; Total: - 4-or-more-person household: - 2 workers,Margin of Error; Total: - 4-or-more-person household: - 2 workers,Estimate; Total: - 4-or-more-person household: - 3 or more workers,Margin of Error; Total: - 4-or-more-person household: - 3 or more workers
0400000US01,01,Alabama,1856695,5529,598534,3948,720178,4446,459410,4652,78573,2030,543128,3996,297786,3297,245342,3077,653914,3870,224006,2484,237776,2714,192132,2478,299381,3940,43788,1163,112477,2306,115272,2544,27844,1174,360272,3837,32954,1190,124583,2325,152006,3256,50729,1695
0400000US02,02,Alaska,252536,1271,51802,1186,103564,1673,79759,1521,17411,824,64344,1488,25381,974,38963,1375,85015,1557,18689,745,29603,954,36723,1116,40349,1247,3504,356,14747,844,16401,734,5697,512,62828,1235,4228,349,20251,781,26635,915,11714,680
0400000US04,04,Arizona,2482311,6429,740779,4187,952138,5879,643641,4629,145753,2468,679053,4474,343270,3461,335783,3894,880181,4787,322191,2948,283782,2913,274208,3273,351326,4021,38655,1280,130106,2199,138981,2808,43584,1353,571751,3857,36663,1268,202467,2489,230452,3106,102169,2166
0400000US05,05,Arkansas,1147291,4059,360456,2860,437655,3435,299819,3683,49361,1674,326852,3637,179313,2693,147539,2752,409224,3446,136789,1879,143557,1973,128878,2432,178732,3135,23960,1016,65403,1933,72058,2159,17311,1070,232483,2573,20394,1004,81156,1748,98883,2057,32050,1216
0400000US06,06,California,12888128,18518,3096803,8716,4915661,13282,3713421,18011,1162243,5910,3075683,9844,1518192,7857,1557491,9170,3890262,11166,1116224,5311,1372282,8433,1401756,7744,2146964,13565,234845,3439,789530,6516,847036,8735,275553,3306,3775219,11316,227542,3600,1196358,7115,1464629,10092,886690,5134
0400000US08,08,Colorado,2082531,4593,464017,2912,814002,5621,665168,5254,139344,2439,567348,4299,241483,2841,325865,3709,740211,3873,180368,2058,238789,2918,321054,3222,315197,3742,23867,1164,105753,2452,136783,2726,48794,1315,459775,3311,18299,1001,143595,2335,207331,3210,90550,2063
0400000US09,09,Connecticut,1361755,3669,343257,2816,502510,3731,410388,3550,105600,1909,383275,2939,191818,2679,191457,2619,460702,3355,120042,1968,157460,2266,183200,2830,221236,2882,18199,865,70494,1915,96799,2107,35744,1225,296542,2562,13198,820,83099,1671,130389,1998,69856,1470
0400000US10,10,Delaware,352357,1633,96820,1354,133896,2096,98031,1696,23610,955,94661,1683,45699,1000,48962,1448,128496,1833,41331,1026,43739,1334,43426,1232,54862,1408,5676,504,19530,883,22246,890,7410,506,74338,1308,4114,446,21665,873,32359,1090,16200,814
0400000US11,11,District of Columbia,277985,1316,68288,1398,124371,1816,71243,1661,14083,767,121126,1825,43390,1108,77736,1653,84873,1666,15807,777,25410,1085,43656,1376,34361,1190,4881,465,10817,656,13017,650,5646,533,37625,1041,4210,411,10408,632,14570,696,8437,604
0400000US12,12,Florida,7510882,23856,2404090,10850,2782813,12158,1911581,13734,412398,4740,2158919,9671,1153906,9026,1005013,7370,2773680,10279,1032857,5137,898594,7259,842229,7042,1132347,9694,126964,2852,411532,4559,458037,6711,135814,2596,1445936,9971,90363,2010,467674,5608,611315,7384,276584,3923
0400000US13,13,Georgia,3663104,8973,932355,5145,1495282,7911,1029492,8362,205975,3317,983015,6476,452766,4593,530249,5753,1205108,7150,346876,3299,438382,4736,419850,4870,615130,6753,71939,2039,230115,3620,245843,4927,67233,1904,859851,5284,60774,1671,296536,3701,363799,5156,138742,2551
0400000US15,15,Hawaii,455502,2028,104647,1575,162070,2235,134071,2228,54714,1231,108728,2075,53282,1344,55446,1591,143943,2041,39499,1100,49871,1390,54573,1360,75961,1847,6801,528,25767,1065,32181,1141,11212,620,126870,1664,5065,533,30986,970,47317,1212,43502,1049
0400000US16,16,Idaho,609124,2433,166930,2060,228518,3075,177736,2762,35940,1111,159155,2366,81769,1890,77386,2402,219007,2679,69905,1385,70486,2059,78616,1873,86290,1810,8514,679,30382,1158,36049,1491,11345,736,144672,2034,6742,566,50264,1289,63071,1762,24595,1033
0400000US17,17,Illinois,4818452,9284,1240100,5323,1844464,7161,1392632,8491,341256,3729,1407091,6862,679342,4961,727749,5754,1560323,6658,431750,3376,526084,4368,602489,4374,735377,6106,70324,1697,248290,3456,309959,4011,106804,1970,1115661,5307,58684,1835,342341,3896,480184,4777,234452,3025
0400000US18,18,Indiana,2537189,7046,678141,3822,970384,5007,741781,6440,146883,2581,717931,4803,353019,3521,364912,3576,886583,5107,253449,2651,304507,3019,328627,3615,382981,4094,39535,1329,128872,2223,162846,3172,51728,1377,549694,3437,32138,1273,172093,2651,250308,3384,95155,2064
0400000US19,19,Iowa,1251587,3914,316045,2096,441448,3128,417589,3577,76505,1571,362580,2682,174775,1822,187805,2419,462545,2717,120961,1455,141899,2230,199685,2373,170253,2383,11587,608,49505,1385,80338,1820,28823,1083,256209,2277,8722,561,62239,1485,137566,1767,47682,1127
0400000US20,20,Kansas,1121943,3987,273209,2529,426936,3516,354148,3659,67650,1407,322256,3179,153051,2097,169205,2431,394119,3010,98913,1584,130261,2050,164945,2332,160168,2391,11561,690,53248,1426,71625,1517,23734,986,245400,2288,9684,720,74222,1719,117578,1854,43916,1200
0400000US21,21,Kentucky,1724514,4759,556060,3617,629463,4159,453893,4405,85098,1775,489398,3887,274629,3244,214769,2965,609468,3933,207074,2419,209613,2949,192781,2700,277526,4042,41426,1449,95161,2307,110816,2282,30123,1258,348122,3587,32931,1416,109920,2302,150296,2146,54975,1433
0400000US22,22,Louisiana,1737645,5467,507162,4149,709635,4883,441652,4369,79196,1720,519662,4501,263218,3479,256444,3352,578340,4864,173470,2223,222692,3713,182178,2859,286457,4169,37612,1198,110828,2226,110405,2660,27612,1074,353186,3610,32862,1296,119671,2153,149069,2806,51584,1619
0400000US23,23,Maine,554061,2330,168738,1996,188648,2154,166393,2403,30282,1066,161120,2169,89494,1596,71626,1824,219573,2009,65484,1155,69445,1467,84644,1639,79882,1522,8151,579,23201,856,36275,1085,12255,681,93486,1557,5609,504,24376,932,45474,1152,18027,801
0400000US24,24,Maryland,2181093,4999,479529,3252,826176,5043,688307,5431,187081,2922,588076,5022,259315,2991,328761,3870,702493,4634,169377,2012,245143,3073,287973,3081,369724,4162,29027,1226,116625,2710,165575,2703,58497,1597,520800,3314,21810,950,135647,2129,234759,3200,128584,2434
0400000US25,25,Massachusetts,2585715,5003,649166,4563,913024,5601,802350,6078,221175,2900,736053,4987,371211,3948,364842,3643,851905,4501,214732,2861,277797,2667,359376,3575,430209,4588,36693,1319,128229,2463,186541,3247,78746,1955,567548,3859,26530,1130,142156,2585,256433,3135,142429,2411
0400000US26,26,Michigan,3888646,8344,1194948,4817,1429370,6424,1033846,6343,230482,2691,1134862,4884,614486,4613,520376,4564,1360890,5428,457117,3560,451661,4193,452112,3576,578866,4642,66506,1399,202974,2569,229363,3198,80023,1931,814028,4277,56839,1424,254359,3489,352371,4081,150459,2022
0400000US27,27,Minnesota,2153202,5375,510523,3364,749108,4226,732062,5534,161509,1862,609357,3765,282102,3387,327255,3105,767076,3639,197006,1767,223606,2557,346464,3108,305287,2907,16451,720,85859,1724,143280,2136,59697,1261,471482,2822,14964,868,112388,1802,242318,2953,101812,1516
0400000US28,28,Mississippi,1103514,4104,354822,3296,425248,4524,275475,3574,47969,1449,310702,3809,176395,2659,134307,2868,373702,3502,124722,2258,141131,2585,107849,2222,178457,3264,27506,1279,67928,2053,67562,2050,15461,897,240653,2643,26199,1374,81882,2277,100064,2380,32508,1247
0400000US29,29,Missouri,2386203,6827,673486,4074,887120,4821,686604,6174,138993,2321,696905,5053,352230,3627,344675,3402,845311,4714,255389,2222,281516,3041,308406,3582,358350,4146,36411,1301,118056,2070,154451,2855,49432,1343,485637,3999,29456,1121,142873,2413,223747,3400,89561,1928
0400000US30,30,Montana,419975,2155,120577,1508,154515,1938,124289,2028,20594,879,127716,1721,63629,1298,64087,1479,160774,1879,47673,1119,50252,1136,62849,1355,55848,1597,5198,448,17421,883,24276,1118,8953,552,75637,1453,4077,369,22755,961,37164,1090,11641,729
0400000US31,31,Nebraska,748405,2213,168168,1673,274275,2685,254834,2774,51128,1309,216775,2276,95063,1566,121712,1713,264988,2318,61155,1033,80167,1510,123666,1639,102359,2007,6498,526,30353,1139,46902,1562,18606,786,164283,1642,5452,465,42043,1004,84266,1517,32522,1052
0400000US32,32,Nevada,1052249,3833,279382,2383,419681,3239,282587,3131,70599,1767,299082,3340,138873,2522,160209,2204,353987,3574,110802,1880,122216,1986,120969,2118,159328,2714,16706,971,57863,1731,64289,1774,20470,909,239852,2541,13001,835,79393,1573,97329,2126,50129,1398
0400000US33,33,New Hampshire,526710,2332,126140,1619,183070,2474,175000,2736,42500,1082,134536,2283,65752,1395,68784,1799,200911,2610,51361,1280,62009,1374,87541,1964,85961,2040,5692,568,25120,1054,38243,1158,16906,862,105302,1469,3335,400,27157,1087,49216,1532,25594,931
0400000US34,34,New Jersey,3199111,7594,769009,4687,1186411,6024,962450,6636,281241,2705,822446,5406,417744,4075,404702,4121,982815,5165,271857,2988,345238,3067,365720,4316,566377,5109,44620,1396,194265,2883,241966,3868,85526,1905,827473,3965,34788,1329,242206,3027,354764,3431,195715,2138
0400000US35,35,New Mexico,770435,3318,240178,2699,305063,3452,189826,2785,35368,1096,233131,2674,124322,2190,108809,1960,262874,3067,87153,1716,93644,2123,82077,2004,113623,2066,16106,852,44214,1613,42273,1427,11030,654,160807,2346,12597,755,58396,1762,65476,1772,24338,878
0400000US36,36,New York,7302710,13551,1955975,6909,2768672,8550,2009695,11885,568368,4794,2171572,7805,1096174,6110,1075398,6660,2266169,9520,640065,4345,783832,5858,842272,6825,1174919,9579,122423,2061,410236,5006,472115,6094,170145,2896,1690050,7522,97313,2074,499206,4669,695308,5600,398223,3580
0400000US37,37,North Carolina,3874346,8789,1082208,5500,1525490,7091,1077704,8211,188944,2942,1095349,6143,543264,4758,552085,5081,1374557,5662,416549,3303,478674,3909,479334,4655,622097,6671,69252,1572,224570,3616,259503,4399,68772,1748,782343,5645,53143,1850,270161,3709,338867,3927,120172,2460
0400000US38,38,North Dakota,311525,1685,68247,1151,115103,1920,109070,2069,19105,1019,96953,1722,38862,1027,58091,1492,114676,1551,24932,657,32286,999,57458,1583,41562,1419,2261,341,11101,710,20266,968,7934,680,58334,1191,2192,238,13625,746,31346,1000,11171,783
0400000US39,39,Ohio,4633145,10307,1344776,5787,1727843,7703,1290128,8973,270398,3201,1391133,7125,723669,5702,667464,5379,1616987,6302,482523,3197,549226,4136,585238,4474,696117,5248,76518,1818,234337,2885,286665,3987,98597,2425,928908,4306,62066,2014,276816,3555,418225,4289,171801,2442
0400000US40,40,Oklahoma,1468971,2956,407430,2579,579697,3608,408910,2926,72934,1652,414010,2918,208880,2032,205130,2540,513608,3361,153116,1723,180854,2316,179638,2137,222271,2219,24339,698,81418,1599,91774,1591,24740,869,319082,2299,21095,703,112295,1860,137498,1941,48194,1297
0400000US41,41,Oregon,1571631,4213,462806,3300,571868,4890,443978,4587,92979,2006,435373,3383,235151,2844,200222,3364,577652,4028,185171,2228,186553,2788,205928,3233,232943,3467,24469,1043,82200,2000,95973,2640,30301,993,325663,2798,18015,881,102893,1853,142077,2325,62678,1784
0400000US42,42,Pennsylvania,5007442,10133,1454327,5756,1814807,7095,1408050,8520,330258,3144,1484869,6581,789864,5570,695005,4866,1739681,6228,527781,3607,579604,4503,632296,4276,771869,6226,75141,1626,246473,2903,330980,4189,119275,2198,1011023,4538,61541,1640,293725,3381,444774,4348,210983,2803
0400000US44,44,Rhode Island,412028,1756,115586,1754,150015,2028,117571,1942,28856,1065,126011,1945,66728,1391,59283,1632,136398,2042,36793,1032,45833,1557,53772,1525,67102,1774,7230,622,21355,1074,28009,1284,10508,657,82517,1612,4835,488,23544,976,35790,1270,18348,965
0400000US45,45,South Carolina,1871307,5896,563133,3809,726443,5177,491715,5118,90016,2284,532882,4251,275338,3206,257544,3478,674914,4509,223382,2284,235774,2524,215758,2780,301842,3837,37563,1437,109931,2302,120633,2887,33715,1338,361669,3617,26850,1211,123194,2374,155324,2891,56301,1910
0400000US46,46,South Dakota,339458,1687,80952,1406,122507,1940,114962,1940,21037,771,101755,1613,44016,1388,57739,1342,123656,1750,30262,781,36346,1086,57048,1216,44460,1159,3042,347,12298,678,21293,818,7827,494,69587,1288,3632,324,16124,783,36621,1117,13210,618
0400000US47,47,Tennessee,2547194,6362,740451,4209,986108,5680,685683,5645,134952,2452,715262,4840,367883,3889,347379,3716,906011,6014,282867,3000,320126,3191,303018,3555,411569,4372,51111,1694,144906,2465,168109,2941,47443,1558,514352,3632,38590,1612,173697,3041,214556,3382,87509,2140
0400000US48,48,Texas,9430419,18380,2019169,8092,3962058,12203,2805809,15744,643383,5075,2352249,9441,989254,6151,1362995,8358,2960460,10205,754488,5701,1093968,7863,1112004,7651,1560846,10884,140543,2913,595799,6307,645768,7222,178736,3317,2556864,10554,134884,2490,909296,7754,1048037,9635,464647,4067
0400000US49,49,Utah,938365,2549,178694,2088,347024,2898,310098,3507,102549,2143,180049,2356,82655,1572,97394,1952,290415,2581,76304,1458,90844,1744,123267,2174,145254,2276,9766,620,48931,1389,61091,1547,25466,1032,322647,2515,9969,787,109855,2013,125740,2571,77083,1865
0400000US50,50,Vermont,258535,1156,70871,1237,89073,1471,82870,1480,15721,638,76569,1492,39386,1120,37183,1153,101387,1340,26256,784,30908,913,44223,1109,35741,1050,3038,340,10085,568,16485,736,6133,399,44838,876,2191,303,10897,620,22162,681,9588,581
0400000US51,51,Virginia,3105636,8001,731011,4249,1197449,7064,959123,6994,218053,2346,831212,5381,375473,4082,455739,4345,1061705,4419,277404,2648,363428,3657,420873,4252,514808,5243,45648,1410,169364,2713,226649,3886,73147,1651,697911,4744,32486,1414,208918,3034,311601,4048,144906,2394
0400000US53,53,Washington,2755697,6338,712368,4069,1054969,5332,817892,5873,170468,2281,745842,5679,362112,3707,383730,4747,976404,5323,280403,2965,317695,3447,378306,3401,422822,5048,40101,1420,148231,2844,175772,3363,58718,1769,610629,3977,29752,1199,205313,2762,263814,3339,111750,1943
0400000US54,54,West Virginia,737671,2866,275183,2408,265839,2820,168499,2603,28150,1028,216676,2964,132061,2034,84615,2174,273378,2630,108622,1622,91901,1766,72855,1765,116565,2277,19589,894,43952,1499,42860,1542,10164,677,131052,1933,14911,857,45371,1310,52784,1339,17986,874
0400000US55,55,Wisconsin,2328754,6459,611591,3436,825229,4298,735729,5113,156205,2233,675580,4502,330654,3530,344926,3183,862900,4544,237626,1833,264729,2760,360545,3187,325889,3584,23847,832,97654,1788,145797,2627,58591,1351,464385,3648,19464,810,117920,2078,229387,2747,97614,1855
0400000US56,56,Wyoming,230237,1679,54591,1199,90012,1604,73721,1830,11913,747,65248,1578,29108,1085,36140,1175,87008,1461,21868,608,28291,1061,36849,1217,31405,1117,1886,291,10704,767,14410,763,4405,505,46576,1251,1729,312,14877,712,22462,994,7508,598
0400000US72,72,Puerto Rico,1222606,3569,595935,3960,400816,4443,194916,3187,30939,1360,326722,3447,231332,3474,95390,2152,387746,3854,219255,2800,117918,2618,50573,1860,242749,3343,82402,1933,93058,2255,59052,1915,8237,670,265389,3230,62946,1805,94450,2165,85291,2208,22702,1188
0400001US01,01,Alabama -- Urban,1111651,4212,334078,2807,454952,3863,275922,3479,46699,1555,352845,3355,176856,2368,175989,2878,370634,3614,114289,2059,137728,2445,118617,2112,177833,2956,24281,977,67820,1645,69024,1876,16708,937,210339,2609,18652,838,73415,1741,88281,2292,29991,1297
0400001US02,02,Alaska -- Urban,170662,1181,30296,1040,70147,1470,57134,1267,13085,789,42745,1268,15414,801,27331,1162,57131,1470,10803,675,19875,872,26453,947,28736,1097,1960,255,10037,724,12273,714,4466,467,42050,1123,2119,316,12904,674,18408,863,8619,607
0400001US04,04,Arizona -- Urban,2239492,6440,638883,4132,870039,5594,594758,4661,135812,2465,618823,4609,304287,3468,314536,3863,777216,4638,271387,2634,252918,2865,252911,3279,322121,3847,32584,1177,119285,2160,129254,2746,40998,1281,521332,3863,30625,1181,183300,2455,212593,2964,94814,2122
0400001US05,05,Arkansas -- Urban,649958,3040,186238,2335,264275,2978,171486,2949,27959,1240,202754,2998,101738,2131,101016,2498,214348,2603,60932,1324,78786,1569,74630,1933,101976,2468,12432,834,38008,1452,41360,1683,10176,809,130880,2114,11136,797,46465,1468,55496,1713,17783,950
0400001US06,06,California -- Urban,12220254,17857,2870367,8317,4676917,13169,3547577,17754,1125393,5909,2919561,9627,1423203,7785,1496358,9092,3628208,11286,1012690,5425,1284415,8299,1331103,7982,2053250,13199,219949,3408,753810,6344,812888,8541,266603,3293,3619235,11430,214525,3558,1142334,7101,1403586,10009,858790,5117
0400001US08,08,Colorado -- Urban,1791993,3937,388063,2853,708419,5222,571860,4520,123651,2476,503126,3918,210752,2640,292374,3729,612486,3704,141205,1744,197342,2827,273939,2814,275193,3581,20070,1056,93206,2137,118745,2649,43172,1354,401188,3131,16036,922,125497,2250,179176,2908,80479,1998
0400001US09,09,Connecticut -- Urban,1201068,3383,308480,2700,448478,3533,352624,3257,91486,1801,351085,2806,176695,2518,174390,2538,395652,3364,102905,1883,136619,2231,156128,2685,195411,2781,16485,798,63596,1821,84464,1997,30866,1149,258920,2448,12395,778,73873,1683,112032,1887,60620,1340
0400001US10,10,Delaware -- Urban,290514,1485,78634,1281,112857,2022,80154,1529,18869,848,82061,1528,38838,968,43223,1349,102292,1590,31777,990,35206,1151,35309,1110,45128,1299,4544,439,16298,886,18355,788,5931,494,61033,1205,3475,422,18130,872,26490,932,12938,694
0400001US11,11,District of Columbia -- Urban,277985,1316,68288,1398,124371,1816,71243,1661,14083,767,121126,1825,43390,1108,77736,1653,84873,1666,15807,777,25410,1085,43656,1376,34361,1190,4881,465,10817,656,13017,650,5646,533,37625,1041,4210,411,10408,632,14570,696,8437,604
0400001US12,12,Florida -- Urban,6862252,22666,2163278,10275,2563755,10844,1753422,13438,381797,4338,2002299,9415,1055980,8540,946319,6994,2501294,9987,913981,4689,813915,6736,773398,6575,1039923,9210,112730,2579,378999,4516,421759,6471,126435,2379,1318736,9297,80587,1802,424522,5171,558265,6998,255362,3696
0400001US13,13,Georgia -- Urban,2761944,7785,646283,4630,1173930,7341,781866,7314,159865,2843,775722,5836,329659,3817,446063,5658,865652,6329,220033,2773,321997,3795,323622,4717,464996,5968,51444,1667,176075,3038,184627,3987,52850,1798,655574,4825,45147,1621,229795,3107,273617,4631,107015,2176
0400001US15,15,Hawaii -- Urban,417624,1964,92403,1432,148525,2065,124777,2177,51919,1155,98534,1914,47527,1272,51007,1556,129220,1831,34439,1037,45011,1177,49770,1314,71254,1733,6154,478,24004,1036,30388,1085,10708,598,118616,1660,4283,475,28503,1005,44619,1193,41211,996
0400001US16,16,Idaho -- Urban,437146,2099,113181,2104,167034,2689,130856,2442,26075,1013,121498,2066,59938,1760,61560,2174,147801,2545,42790,1285,47309,1696,57702,1669,64201,1682,5789,571,22674,1069,27136,1357,8602,683,103646,1904,4664,509,35491,1224,46018,1667,17473,901
0400001US17,17,Illinois -- Urban,4249202,8702,1073852,4862,1651830,6850,1217585,8203,305935,3592,1273110,6496,603482,4531,669628,5498,1325457,6880,353866,3108,449014,4422,522577,4238,653102,5879,62870,1606,223827,3357,272380,3933,94025,1977,997533,5020,53634,1814,309361,3606,422628,4406,211910,2913
0400001US18,18,Indiana -- Urban,1860878,5633,500129,3161,738171,4269,522923,5183,99655,2275,573346,4441,275754,3040,297592,3179,616643,4436,168217,2330,216770,2831,231656,2836,279668,3360,30439,1044,97416,2050,116580,2508,35233,1287,391221,3064,25719,1156,126393,2070,174687,2961,64422,1766
0400001US19,19,Iowa -- Urban,807379,3235,200221,1801,299693,2886,258527,2989,48938,1360,253378,2432,116980,1682,136398,2240,277609,2416,68996,1304,86832,1716,121781,2058,114215,2103,8163,555,35261,1237,52479,1617,18312,992,162177,2010,6082,500,41202,1292,84267,1652,30626,1010
0400001US20,20,Kansas -- Urban,831752,3325,197686,2212,326477,3234,257244,3195,50345,1328,251654,3003,115169,2009,136485,2281,274994,2916,66217,1399,91513,1831,117264,2172,121035,2157,8633,571,41888,1352,52969,1356,17545,854,184069,2060,7667,650,56591,1546,87011,1733,32800,1050
0400001US21,21,Kentucky -- Urban,1027720,3650,299978,3233,396904,3575,278498,3399,52340,1620,324068,3542,165855,2779,158213,2494,344186,3116,99685,1788,120264,2466,124237,2217,160937,2840,18987,1111,56392,1731,66746,1792,18812,1048,198529,2592,15451,975,62035,1604,87515,1850,33528,1263
0400001US22,22,Louisiana -- Urban,1287614,5257,363113,3669,540380,4147,325480,3689,58641,1600,407138,4010,196832,3040,210306,3023,418759,4105,117011,1879,162923,3078,138825,2374,209586,3495,25944,1049,81364,1986,81533,2350,20745,948,252131,3141,23326,1165,85787,1976,105122,2383,37896,1352
0400001US23,23,Maine -- Urban,221792,1752,69422,1379,78524,1539,62572,1549,11274,652,78597,1651,42118,1069,36479,1337,79127,1641,21215,851,24595,1051,33317,1138,31020,1044,3360,470,8644,618,13930,760,5086,440,33048,1118,2729,402,8806,681,15325,776,6188,526
0400001US24,24,Maryland -- Urban,1905639,4600,414338,3343,733633,4850,595992,4579,161676,2579,534556,4812,231318,2964,303238,3723,595371,4375,137746,1949,208725,2892,248900,2848,321872,3836,25595,1140,102614,2593,143766,2494,49897,1490,453840,3170,19679,900,119056,2056,203326,2838,111779,2139
0400001US25,25,Massachusetts -- Urban,2383577,4792,602410,4409,848784,5748,730289,5922,202094,2757,693848,4724,349224,3783,344624,3661,774283,4577,193412,2687,253009,2582,327862,3508,396204,4285,34454,1278,119919,2446,170563,3045,71268,1780,519242,3860,25320,1125,131232,2504,231864,3015,130826,2375
0400001US26,26,Michigan -- Urban,2911243,6810,877602,4210,1105209,5526,758500,5482,169932,2428,909299,4304,480582,4115,428717,4036,958134,4951,299298,2970,326290,3705,332546,3371,437529,3923,51325,1339,156669,2240,169893,2832,59642,1687,606281,3601,46397,1395,193533,3107,256061,3300,110290,1976
0400001US27,27,Minnesota -- Urban,1588812,4138,363077,3150,571781,4092,535323,4351,118631,1768,481488,3419,214928,3067,266560,2948,531043,3262,124396,1578,155075,2408,251572,2690,229475,2800,12122,705,65765,1737,107818,1944,43770,1088,346806,2635,11631,809,84381,1665,175933,2580,74861,1519
0400001US28,28,Mississippi -- Urban,549843,3063,165920,2411,223279,3260,136793,2638,23851,1070,167541,2143,87323,1626,80218,1803,175769,2652,52831,1582,68158,1869,54780,1527,91151,2130,13139,821,35287,1460,34719,1405,8006,694,115382,1923,12627,864,39616,1375,47294,1578,15845,865
0400001US29,29,Missouri -- Urban,1706748,5675,459217,3563,659748,4593,489299,5100,98484,1860,542860,4318,260586,3026,282274,3283,568297,4921,154836,2145,190626,2827,222835,3352,257907,3534,24327,991,86653,1919,111158,2578,35769,1148,337684,3541,19468,963,100195,2096,155306,2736,62715,1538
0400001US30,30,Montana -- Urban,242077,1530,65440,1202,90896,1699,72923,1511,12818,741,80822,1393,39190,1044,41632,1307,85187,1517,21608,833,27001,898,36578,1096,33889,1293,2554,363,10218,736,15367,962,5750,504,42179,1121,2088,316,12045,737,20978,877,7068,636
0400001US31,31,Nebraska -- Urban,547626,1784,118595,1621,208347,2399,181422,2408,39262,1208,165356,2187,69753,1460,95603,1696,181855,2094,39443,996,56311,1365,86101,1538,78178,1766,5095,477,24103,1060,34656,1379,14324,684,122237,1535,4304,439,32330,919,60665,1389,24938,966
0400001US32,32,Nevada -- Urban,990399,3735,257868,2168,396271,3080,267855,3070,68405,1764,282700,3198,130174,2360,152526,2110,327342,3375,99624,1770,114006,1895,113712,2066,151770,2613,15741,987,54839,1704,61388,1715,19802,880,228587,2487,12329,828,74900,1541,92755,2089,48603,1388
0400001US33,33,New Hampshire -- Urban,320777,1751,77521,1414,114338,2075,103216,1921,25702,919,90318,1849,43905,1162,46413,1518,114976,2254,27854,982,34875,1177,52247,1548,53515,1612,3622,465,16300,894,23062,960,10531,692,61968,1182,2140,350,16750,798,27907,1058,15171,711
0400001US34,34,New Jersey -- Urban,3036005,7343,731271,4634,1131301,5987,907472,6410,265961,2623,790654,5325,400850,4034,389804,4046,923643,5299,254268,2812,325924,2984,343451,4357,538219,4930,42632,1344,185728,2881,229440,3695,80419,1760,783489,3844,33521,1321,229845,3016,334581,3272,185542,2138
0400001US35,35,New Mexico -- Urban,609283,3141,181115,2511,245778,3214,153959,2375,28431,1033,188105,2549,96338,2003,91767,1892,201460,2788,62931,1471,72528,1811,66001,1755,92159,1895,12152,809,35945,1475,34981,1262,9081,608,127559,1973,9694,741,45538,1559,52977,1536,19350,814
0400001US36,36,New York -- Urban,6395462,12675,1690032,7008,2458870,8627,1738734,10705,507826,4470,1951484,7392,971560,5687,979924,6421,1906392,8806,521056,4254,666632,5595,718704,6236,1033125,9359,109484,2057,365835,4783,410250,5691,147556,2729,1504461,7109,87932,1882,446479,4420,609780,5242,360270,3440
0400001US37,37,North Carolina -- Urban,2580031,7509,665523,4756,1062035,5507,727528,6271,124945,2367,771713,5864,351869,4014,419844,4493,873604,5155,237421,2914,308478,3182,327705,3933,409756,5319,43117,1232,150053,3174,169977,3553,46609,1376,524958,4312,33116,1306,183660,2726,229846,2975,78336,1939
