GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - No workers,Margin of Error; Total: - No workers,Estimate; Total: - 1 worker,Margin of Error; Total: - 1 worker,Estimate; Total: - 2 workers,Margin of Error; Total: - 2 workers,Estimate; Total: - 3 or more workers,Margin of Error; Total: - 3 or more workers,Estimate; Total: - 1-person household:,Margin of Error; Total: - 1-person household:,Estimate; Total: - 1-person household: - No workers,Margin of Error; Total: - 1-person household: - No workers,Estimate; Total: - 1-person household: - 1 worker,Margin of Error; Total: - 1-person household: - 1 worker,Estimate; Total: - 2-person household:,Margin of Error; Total: - 2-person household:,Estimate; Total: - 2-person household: - No workers,Margin of Error; Total: - 2-person household: - No workers,Estimate; Total: - 2-person household: - 1 worker,Margin of Error; Total: - 2-person household: - 1 worker,Estimate; Total: - 2-person household: - 2 workers,Margin of Error; Total: - 2-person household: - 2 workers,Estimate; Total: - 3-person household:,Margin of Error; Total: - 3-person household:,Estimate; Total: - 3-person household: - No workers,Margin of Error; Total: - 3-person household: - No workers,Estimate; Total: - 3-person household: - 1 worker,Margin of Error; Total: - 3-person household: - 1 worker,Estimate; Total: - 3-person household: - 2 workers,Margin of Error; Total: - 3-person household: - 2 workers,Estimate; Total: - 3-person household: - 3 workers,Margin of Error; Total: - 3-person household: - 3 workers,Estimate; Total: - 4-or-more-person household:,Margin of Error; Total: - 4-or-more-person household:,Estimate; Total: - 4-or-more-person household: - No workers,Margin of Error; Total: - 4-or-more-person household: - No workers,Estimate; Total: - 4-or-more-person household: - 1 worker,Margin of Error; Total: - 4-or-more-person household: - 1 worker,Estimate; Total: - 4-or-more-person household: - 2 workers,Margin of Error; Total: - 4-or-more-person household: - 2 workers,Estimate; Total: - 4-or-more-person household: - 3 or more workers,Margin of Error; Total: - 4-or-more-person household: - 3 or more workers
04000A0US01,01,Alabama -- In metropolitan or micropolitan statistical area,1683366,4878,524982,3691,660352,4228,425041,4330,72991,1917,489333,3909,260550,3197,228783,2916,590334,3853,196946,2384,215296,2786,178092,2368,273528,3742,38525,1070,102753,2248,106257,2282,25993,1107,330171,3608,28961,1147,113520,2257,140692,3211,46998,1604
04000A0US02,02,Alaska -- In metropolitan or micropolitan statistical area,190564,1208,34310,1121,79002,1585,63554,1340,13698,771,47708,1317,17262,892,30446,1201,64781,1333,12648,668,22376,923,29757,966,31763,1165,2255,272,11379,775,13353,696,4776,496,46312,1219,2145,307,14801,741,20444,851,8922,612
04000A0US04,04,Arizona -- In metropolitan or micropolitan statistical area,2450619,6413,726287,4115,940780,5898,638598,4682,144954,2455,670156,4458,337383,3369,332773,3899,868735,4787,316108,2885,280299,2934,272328,3294,347338,4055,37623,1281,128486,2198,137848,2822,43381,1344,564390,3839,35173,1246,199222,2491,228422,3081,101573,2171
04000A0US05,05,Arkansas -- In metropolitan or micropolitan statistical area,932041,3496,274927,2802,362220,3243,252524,3453,42370,1435,263183,3120,137552,2283,125631,2514,328453,3216,102860,1695,116403,1912,109190,2485,148243,2889,18395,985,53796,1798,61243,1986,14809,952,192162,2302,16120,919,66390,1569,82091,2018,27561,1117
04000A0US06,06,California -- In metropolitan or micropolitan statistical area,12780872,18351,3052534,8873,4879708,13116,3690512,18083,1158118,5911,3043425,9902,1497186,7941,1546239,9191,3847003,11158,1096924,5380,1358979,8290,1391100,7774,2133993,13510,232727,3478,784600,6540,842445,8752,274221,3333,3756451,11332,225697,3581,1189890,7025,1456967,10097,883897,5156
04000A0US08,08,Colorado -- In metropolitan or micropolitan statistical area,1959501,3877,423154,2786,767623,5314,634414,5016,134310,2401,530729,4064,221504,2681,309225,3559,689863,3773,162809,1894,222137,2783,304917,3105,300074,3748,21971,1172,100080,2389,131055,2708,46968,1346,438835,3152,16870,946,136181,2264,198442,3112,87342,1987
04000A0US09,09,Connecticut -- In metropolitan or micropolitan statistical area,1361755,3669,343257,2816,502510,3731,410388,3550,105600,1909,383275,2939,191818,2679,191457,2619,460702,3355,120042,1968,157460,2266,183200,2830,221236,2882,18199,865,70494,1915,96799,2107,35744,1225,296542,2562,13198,820,83099,1671,130389,1998,69856,1470
04000A0US10,10,Delaware -- In metropolitan or micropolitan statistical area,352357,1633,96820,1354,133896,2096,98031,1696,23610,955,94661,1683,45699,1000,48962,1448,128496,1833,41331,1026,43739,1334,43426,1232,54862,1408,5676,504,19530,883,22246,890,7410,506,74338,1308,4114,446,21665,873,32359,1090,16200,814
04000A0US11,11,District of Columbia -- In metropolitan or micropolitan statistical area,277985,1316,68288,1398,124371,1816,71243,1661,14083,767,121126,1825,43390,1108,77736,1653,84873,1666,15807,777,25410,1085,43656,1376,34361,1190,4881,465,10817,656,13017,650,5646,533,37625,1041,4210,411,10408,632,14570,696,8437,604
04000A0US12,12,Florida -- In metropolitan or micropolitan statistical area,7391387,23492,2355248,10557,2740939,11712,1886808,13729,408392,4641,2125358,9448,1131566,8847,993792,7270,2728199,10330,1012356,4919,883453,7089,832390,7025,1114548,9530,123412,2746,404610,4543,452198,6672,134328,2565,1423282,9876,87914,1957,459084,5574,602220,7387,274064,3830
04000A0US13,13,Georgia -- In metropolitan or micropolitan statistical area,3372675,7922,821731,4867,1392702,7704,963281,7900,194961,3177,903376,6184,401826,4321,501550,5651,1095957,6820,301845,3108,400424,4353,393688,4715,569647,6297,64257,1822,212930,3268,229033,4616,63427,1761,803695,5125,53803,1652,277798,3703,340560,5041,131534,2484
04000A0US15,15,Hawaii -- In metropolitan or micropolitan statistical area,455502,2028,104647,1575,162070,2235,134071,2228,54714,1231,108728,2075,53282,1344,55446,1591,143943,2041,39499,1100,49871,1390,54573,1360,75961,1847,6801,528,25767,1065,32181,1141,11212,620,126870,1664,5065,533,30986,970,47317,1212,43502,1049
04000A0US16,16,Idaho -- In metropolitan or micropolitan statistical area,554066,2203,145611,1979,209901,3018,164814,2697,33740,1075,143232,2254,71452,1713,71780,2369,196322,2510,60498,1366,63296,1963,72528,1754,80346,1825,7600,640,28256,1151,33809,1510,10681,756,134166,1974,6061,544,46569,1280,58477,1719,23059,996
04000A0US17,17,Illinois -- In metropolitan or micropolitan statistical area,4574228,8838,1156381,5057,1760765,7165,1327216,8513,329866,3728,1333926,6534,634064,4718,699862,5604,1467554,6604,399769,3258,495036,4316,572749,4376,701798,5912,66314,1677,237163,3319,295621,3995,102700,1976,1070950,5227,56234,1791,328704,3866,458846,4678,227166,3017
04000A0US18,18,Indiana -- In metropolitan or micropolitan statistical area,2358070,6585,624470,3577,906762,4885,690599,6043,136239,2544,671524,4540,325882,3345,345642,3468,819363,4851,231495,2681,281400,2889,306468,3362,357189,3899,36963,1252,120075,2208,151827,3056,48324,1312,509994,3390,30130,1262,159645,2623,232304,3314,87915,1968
04000A0US19,19,Iowa -- In metropolitan or micropolitan statistical area,947023,2745,229284,1868,341135,2846,316771,3240,59833,1440,272946,2327,126315,1505,146631,2212,343166,2513,86725,1371,107100,1993,149341,2167,134178,2313,9169,581,39524,1364,62965,1669,22520,1028,196733,2023,7075,529,47880,1246,104465,1714,37313,1106
04000A0US20,20,Kansas -- In metropolitan or micropolitan statistical area,960559,3187,226731,2344,368359,3302,305130,3389,60339,1364,273120,2893,126192,1873,146928,2293,331818,2934,81818,1538,109450,1918,140550,2247,140519,2237,10192,617,46864,1401,62411,1478,21052,928,215102,2215,8529,685,65117,1530,102169,1783,39287,1167
04000A0US21,21,Kentucky -- In metropolitan or micropolitan statistical area,1349276,3725,394729,3095,505840,3753,376444,3918,72263,1692,385075,3829,201400,2886,183675,2790,474727,3412,146075,2026,164807,2617,163845,2481,215633,3470,25976,1060,73507,2015,90113,2044,26037,1241,273841,3108,21278,1135,83851,1947,122486,1934,46226,1308
04000A0US22,22,Louisiana -- In metropolitan or micropolitan statistical area,1618235,5132,461284,3942,664329,4373,416920,4229,75702,1694,483337,4336,239931,3284,243406,3131,537480,4680,157386,2122,207283,3520,172811,2725,268097,4067,34335,1192,103469,2179,104077,2663,26216,1048,329321,3483,29632,1212,110171,2114,140032,2722,49486,1587
04000A0US23,23,Maine -- In metropolitan or micropolitan statistical area,376107,2002,104936,1814,129571,1811,119190,2068,22410,1011,108045,1909,56621,1422,51424,1605,145855,1989,39749,967,45683,1292,60423,1573,56072,1439,5101,493,15606,737,26159,1003,9206,646,66135,1413,3465,480,16858,840,32608,1063,13204,734
04000A0US24,24,Maryland -- In metropolitan or micropolitan statistical area,2149627,4853,470223,3217,814541,4867,679831,5253,185032,2906,579838,4978,254674,2997,325164,3866,690035,4564,165515,1970,240556,3022,283964,3033,365312,4105,28641,1224,115056,2684,163758,2685,57857,1587,514442,3294,21393,950,133765,2073,232109,3090,127175,2411
04000A0US25,25,Massachusetts -- In metropolitan or micropolitan statistical area,2581954,4956,648413,4584,911635,5610,801109,6073,220797,2878,734931,4993,370833,3945,364098,3670,850552,4524,214398,2873,277395,2673,358759,3577,429656,4554,36659,1308,128122,2473,186252,3234,78623,1935,566815,3834,26523,1130,142020,2583,256098,3125,142174,2396
04000A0US26,26,Michigan -- In metropolitan or micropolitan statistical area,3608141,7629,1078070,4801,1338245,6189,972383,6012,219443,2593,1051238,4892,559998,4575,491240,4519,1244337,5057,403872,3354,416520,4014,423945,3443,544522,4400,61081,1376,190939,2453,216175,3032,76327,1930,768044,3917,53119,1426,239546,3444,332263,3845,143116,2008
04000A0US27,27,Minnesota -- In metropolitan or micropolitan statistical area,1940217,4020,445639,3145,677258,4313,668135,4969,149185,1762,546266,3567,247456,3258,298810,3133,682456,3435,170112,1697,197796,2460,314548,2963,279941,2706,14745,713,78311,1694,131560,2016,55325,1162,431554,2717,13326,797,102341,1732,222027,2839,93860,1494
04000A0US28,28,Mississippi -- In metropolitan or micropolitan statistical area,866453,3278,264642,3095,339096,4189,223620,3204,39095,1219,242894,3464,132000,2547,110894,2605,293085,3176,93493,1866,111692,2311,87900,1988,141983,3025,20189,1128,53953,1997,55349,1861,12492,777,188491,2495,18960,1198,62557,2071,80371,2102,26603,1146
04000A0US29,29,Missouri -- In metropolitan or micropolitan statistical area,2059981,5528,552780,3547,776661,4350,605335,5629,125205,2203,605549,4535,294425,3079,311124,3437,717708,4641,205294,2032,239629,3072,272785,3318,314388,3802,29404,1127,103345,1810,136973,2765,44666,1274,422336,3762,23657,1006,122563,2130,195577,3162,80539,1816
04000A0US30,30,Montana -- In metropolitan or micropolitan statistical area,277287,1277,72611,1243,102566,1683,86752,1471,15358,835,83973,1206,39408,1013,44565,1218,104308,1490,28306,813,32685,949,43317,1108,38582,1380,2892,389,11312,767,17457,980,6921,541,50424,1282,2005,313,14004,733,25978,1057,8437,641
04000A0US31,31,Nebraska -- In metropolitan or micropolitan statistical area,605206,1624,129369,1598,224803,2529,207102,2447,43932,1227,172812,1997,72877,1455,99935,1591,209308,2102,46588,989,63574,1390,99146,1561,86204,1821,5370,491,25988,1072,38956,1436,15890,719,136882,1472,4534,448,35306,855,69000,1409,28042,973
04000A0US32,32,Nevada -- In metropolitan or micropolitan statistical area,1040422,3741,275206,2364,415263,3180,279815,3120,70138,1748,295295,3310,136657,2471,158638,2212,349944,3530,109196,1881,120932,1930,119816,2098,157803,2672,16553,969,57295,1721,63658,1730,20297,903,237380,2506,12800,816,78398,1575,96341,2120,49841,1397
04000A0US33,33,New Hampshire -- In metropolitan or micropolitan statistical area,505507,2209,118699,1498,176726,2310,168737,2655,41345,1074,128972,2187,62305,1299,66667,1739,191428,2528,47947,1220,59441,1297,84040,1941,82935,1991,5418,567,24163,1046,37067,1140,16287,826,102172,1402,3029,384,26455,1070,47630,1471,25058,930
04000A0US34,34,New Jersey -- In metropolitan or micropolitan statistical area,3199111,7594,769009,4687,1186411,6024,962450,6636,281241,2705,822446,5406,417744,4075,404702,4121,982815,5165,271857,2988,345238,3067,365720,4316,566377,5109,44620,1396,194265,2883,241966,3868,85526,1905,827473,3965,34788,1329,242206,3027,354764,3431,195715,2138
04000A0US35,35,New Mexico -- In metropolitan or micropolitan statistical area,743408,3320,226988,2638,296345,3463,185348,2768,34727,1072,222457,2710,116639,2191,105818,1934,252581,3099,82672,1688,90243,2120,79666,2005,110668,2004,15348,825,42994,1532,41535,1402,10791,647,157702,2345,12329,749,57290,1764,64147,1744,23936,864
04000A0US36,36,New York -- In metropolitan or micropolitan statistical area,7150612,13458,1904248,6805,2715410,8492,1970530,11647,560424,4769,2126418,7748,1069303,6041,1057115,6585,2208521,9377,619543,4312,764336,5823,824642,6834,1153544,9457,119780,2076,403328,4930,462970,6045,167466,2861,1662129,7425,95622,2021,490631,4509,682918,5565,392958,3601
04000A0US37,37,North Carolina -- In metropolitan or micropolitan statistical area,3620977,8400,985168,5253,1435002,7087,1021958,7887,178849,2757,1019472,6135,494353,4343,525119,5043,1278579,5581,378392,3139,445156,3689,455031,4573,585404,6280,63836,1457,210400,3547,245822,4145,65346,1693,737522,5447,48587,1721,254327,3669,321105,3791,113503,2286
04000A0US38,38,North Dakota -- In metropolitan or micropolitan statistical area,228812,1274,45534,1041,84835,1730,83143,1805,15300,997,71243,1598,26653,909,44590,1422,81809,1417,16121,596,22164,920,43524,1532,32493,1251,1559,308,8462,665,16066,929,6406,674,43267,1102,1201,233,9619,651,23553,898,8894,721
04000A0US39,39,Ohio -- In metropolitan or micropolitan statistical area,4460572,9846,1288621,5727,1669164,7567,1243429,8693,259358,3191,1346461,7022,696584,5637,649877,5396,1553094,6302,459249,3249,528593,4127,565252,4448,671997,5337,73573,1801,226561,2946,276599,4092,95264,2389,889020,4180,59215,2013,264133,3588,401578,4165,164094,2402
04000A0US40,40,Oklahoma -- In metropolitan or micropolitan statistical area,1263438,2499,334589,2222,503825,3448,359306,2867,65718,1608,357182,2757,173805,1918,183377,2408,436631,3238,124157,1544,154179,2262,158295,2025,193978,2129,19871,685,70282,1484,81325,1449,22500,865,275647,2090,16756,653,95987,1697,119686,1731,43218,1275
04000A0US41,41,Oregon -- In metropolitan or micropolitan statistical area,1531352,4089,446579,3348,558177,4792,434910,4565,91686,2016,423308,3488,227463,2932,195845,3326,560714,3967,177880,2251,181180,2688,201654,3217,228410,3436,23706,1058,80636,2009,94265,2615,29803,992,318920,2828,17530,895,100516,1814,138991,2329,61883,1764
04000A0US42,42,Pennsylvania -- In metropolitan or micropolitan statistical area,4858027,9835,1401177,5532,1764388,6956,1370656,8433,321806,3101,1442972,6526,763855,5436,679117,4790,1681140,6291,505295,3502,560680,4500,615165,4236,750368,5982,72528,1590,239285,2826,322501,4199,116054,2113,983547,4537,59499,1627,285306,3335,432990,4225,205752,2768
04000A0US44,44,Rhode Island -- In metropolitan or micropolitan statistical area,412028,1756,115586,1754,150015,2028,117571,1942,28856,1065,126011,1945,66728,1391,59283,1632,136398,2042,36793,1032,45833,1557,53772,1525,67102,1774,7230,622,21355,1074,28009,1284,10508,657,82517,1612,4835,488,23544,976,35790,1270,18348,965
04000A0US45,45,South Carolina -- In metropolitan or micropolitan statistical area,1754126,5437,518252,3654,682178,5042,467593,4980,86103,2192,497313,4032,253073,2885,244240,3475,634306,4308,207492,2281,220548,2499,206266,2684,283137,3800,33592,1386,102519,2255,114676,2774,32350,1274,339370,3518,24095,1203,114871,2159,146651,2782,53753,1812
04000A0US46,46,South Dakota -- In metropolitan or micropolitan statistical area,257237,1306,57205,1338,93951,1817,89054,1817,17027,711,77520,1477,31734,1301,45786,1244,93005,1595,21699,773,27463,1025,43843,1203,34566,1017,1966,330,9377,670,16823,731,6400,476,52146,1222,1806,303,11325,754,28388,1047,10627,581
04000A0US47,47,Tennessee -- In metropolitan or micropolitan statistical area,2304128,5647,645160,3856,901342,5514,631308,5386,126318,2453,648177,4629,323148,3602,325029,3750,814901,5748,245022,2896,288742,3074,281137,3431,373489,4159,43398,1656,130776,2500,154856,2643,44459,1536,467561,3460,33592,1414,156795,2858,195315,3166,81859,2152
04000A0US48,48,Texas -- In metropolitan or micropolitan statistical area,8937452,16721,1854636,7323,3775939,12007,2685622,15477,621255,4999,2219885,9571,910335,5827,1309550,8413,2775396,10165,685464,5522,1027265,7692,1062667,7732,1491535,10567,131174,2811,569820,6050,618327,7131,172214,3252,2450636,10550,127663,2470,869304,7709,1004628,9336,449041,4107
04000A0US49,49,Utah -- In metropolitan or micropolitan statistical area,891629,2384,164773,2007,330883,2900,296593,3386,99380,2137,170140,2284,76415,1500,93725,1923,273378,2551,70170,1409,85268,1741,117940,2129,139213,2243,8934,618,46865,1376,58635,1534,24779,1033,308898,2440,9254,767,105025,2006,120018,2449,74601,1845
04000A0US50,50,Vermont -- In metropolitan or micropolitan statistical area,190782,938,50764,1035,65211,1275,62810,1237,11997,536,55699,1283,28360,900,27339,1014,75174,1203,18877,627,22340,844,33957,1008,26413,907,1945,268,7349,489,12294,632,4825,333,33496,755,1582,255,8183,505,16559,557,7172,479
04000A0US51,51,Virginia -- In metropolitan or micropolitan statistical area,2797051,7244,620045,3982,1089836,6875,883647,6450,203523,2344,742168,4966,319938,3766,422230,4082,942710,4181,233223,2405,323101,3541,386386,4210,469164,4839,38714,1379,153643,2744,209125,3503,67682,1549,643009,4110,28170,1279,190862,2923,288136,3765,135841,2330
04000A0US53,53,Washington -- In metropolitan or micropolitan statistical area,2689666,6114,683755,4084,1034127,5264,803179,5875,168605,2248,726991,5743,349355,3683,377636,4763,947085,5277,266894,2923,309055,3449,371136,3329,415359,4991,38731,1471,145562,2763,172921,3379,58145,1739,600231,3870,28775,1178,201874,2720,259122,3291,110460,1937
04000A0US54,54,West Virginia -- In metropolitan or micropolitan statistical area,575868,2349,205640,1908,210847,2422,136352,2173,23029,1003,171348,2392,101338,1790,70010,1777,210499,2153,79707,1397,71870,1533,58922,1498,91459,1873,14110,802,34119,1249,34781,1332,8449,630,102562,1695,10485,802,34848,1064,42649,1169,14580,875
04000A0US55,55,Wisconsin -- In metropolitan or micropolitan statistical area,2023274,3899,512274,3231,723079,4156,648658,4269,139263,2099,587000,4139,279734,3234,307266,3145,737468,4357,194999,1773,226799,2681,315670,3001,287765,3221,20668,807,85496,1804,129470,2378,52131,1287,411041,3363,16873,783,103518,2064,203518,2485,87132,1822
04000A0US56,56,Wyoming -- In metropolitan or micropolitan statistical area,166094,1380,37198,974,65942,1457,53977,1570,8977,706,47044,1451,20382,976,26662,992,60919,1298,14115,598,20041,998,26763,1006,23339,1021,1307,243,7951,766,10755,724,3326,451,34792,1096,1394,283,11288,650,16459,856,5651,522
04000A0US72,72,Puerto Rico -- In metropolitan or micropolitan statistical area,1214584,3513,591775,3973,398107,4407,194047,3187,30655,1334,324436,3401,229716,3447,94720,2153,384972,3856,217532,2812,117118,2622,50322,1872,241384,3364,81976,1920,92446,2249,58866,1909,8096,646,263792,3237,62551,1769,93823,2141,84859,2219,22559,1185
04000C0US01,01,Alabama -- In metropolitan statistical area,1416280,4087,427259,3308,561831,3685,364001,3986,63189,1847,411704,3429,212445,2818,199259,2633,493952,3726,160198,2302,180695,2646,153059,2281,231925,3376,31597,1087,86724,2075,91102,2200,22502,961,278699,3421,23019,1023,95153,2064,119840,2804,40687,1560
04000C0US02,02,Alaska -- In metropolitan statistical area,173021,1176,30871,1082,71950,1610,57742,1364,12458,729,42977,1322,15387,854,27590,1212,58446,1233,11482,629,20029,842,26935,923,29231,1139,2042,275,10606,755,12243,680,4340,478,42367,1148,1960,305,13725,732,18564,809,8118,570
04000C0US04,04,Arizona -- In metropolitan statistical area,2368239,6380,694401,4043,910203,5727,621788,4615,141847,2505,649574,4612,324158,3278,325416,3896,839533,4862,302420,2834,270416,3002,266697,3299,335968,4014,35343,1232,123875,2103,134068,2869,42682,1330,543164,3769,32480,1277,190496,2523,221023,2946,99165,2181
04000C0US05,05,Arkansas -- In metropolitan statistical area,700094,2833,192220,2343,278262,3083,196536,2893,33076,1261,196928,2823,97182,2025,99746,2276,243693,2656,71127,1381,86766,1737,85800,2070,112874,2431,12709,833,41058,1499,47300,1677,11807,901,146599,2005,11202,785,50692,1303,63436,1737,21269,992
04000C0US06,06,California -- In metropolitan statistical area,12560908,18027,2968507,8515,4800298,12436,3642776,17897,1149327,5945,2976990,9929,1455621,7782,1521369,9139,3764622,11283,1064775,5324,1330098,8296,1369749,7829,2102589,13404,226928,3483,772637,6498,831672,8698,271352,3292,3716707,11261,221183,3545,1176194,6900,1441355,9998,877975,5165
04000C0US08,08,Colorado -- In metropolitan statistical area,1815024,3537,387980,2777,713000,5232,588870,4971,125174,2323,491498,3871,203945,2616,287553,3395,633792,3559,147640,1730,204434,2591,281718,3070,279988,3685,20493,1128,93905,2292,121914,2598,43676,1355,409746,3014,15902,917,127108,2271,185238,2956,81498,1862
04000C0US09,09,Connecticut -- In metropolitan statistical area,1287150,3392,323763,2742,477699,3564,386231,3472,99457,1833,363392,2903,181471,2627,181921,2511,432050,3205,112118,1947,148273,2173,171659,2606,210097,2741,17348,851,67913,1872,91340,2029,33496,1161,281611,2368,12826,803,79592,1723,123232,1980,65961,1408
04000C0US10,10,Delaware -- In metropolitan statistical area,352357,1633,96820,1354,133896,2096,98031,1696,23610,955,94661,1683,45699,1000,48962,1448,128496,1833,41331,1026,43739,1334,43426,1232,54862,1408,5676,504,19530,883,22246,890,7410,506,74338,1308,4114,446,21665,873,32359,1090,16200,814
04000C0US11,11,District of Columbia -- In metropolitan statistical area,277985,1316,68288,1398,124371,1816,71243,1661,14083,767,121126,1825,43390,1108,77736,1653,84873,1666,15807,777,25410,1085,43656,1376,34361,1190,4881,465,10817,656,13017,650,5646,533,37625,1041,4210,411,10408,632,14570,696,8437,604
04000C0US12,12,Florida -- In metropolitan statistical area,7263623,23108,2308650,10390,2694560,11738,1857590,13656,402823,4600,2087035,9372,1108930,8794,978105,7138,2680193,10180,993034,4873,868214,7103,818945,7054,1096792,9485,120694,2733,397899,4542,445706,6525,132493,2565,1399603,9707,85992,1926,450342,5448,592939,7267,270330,3759
04000C0US13,13,Georgia -- In metropolitan statistical area,3014918,7111,704448,4663,1258674,7529,872412,7672,179384,3137,808430,6015,345235,4216,463195,5737,973231,6184,258220,3009,355653,3951,359358,4791,510028,5775,54561,1681,189659,3211,207575,4229,58233,1733,723229,4673,46432,1514,250167,3325,305479,4706,121151,2429
04000C0US15,15,Hawaii -- In metropolitan statistical area,365885,1676,77207,1461,131806,1770,109647,2007,47225,1200,86030,1735,40528,1249,45502,1384,111186,1814,28318,909,38899,1180,43969,1249,62783,1467,4855,442,21537,926,26925,976,9466,606,105886,1467,3506,397,25868,942,38753,1140,37759,1012
04000C0US16,16,Idaho -- In metropolitan statistical area,405466,1744,106431,1633,153758,2747,120779,2362,24498,1103,107420,2216,52629,1352,54791,2150,141741,2122,43945,1078,45383,1575,52413,1577,59056,1628,5498,578,20507,1007,25235,1283,7816,654,97249,1705,4359,502,33077,1091,43131,1432,16682,905
04000C0US17,17,Illinois -- In metropolitan statistical area,4220315,8113,1044110,4897,1635082,7477,1230045,8321,311078,3739,1227140,6233,573730,4255,653410,5659,1334797,6693,356592,3064,450494,4457,527711,4475,653124,5764,61223,1507,221384,3315,274258,3915,96259,2082,1005254,5127,52565,1763,309794,3775,428076,4530,214819,2997
04000C0US18,18,Indiana -- In metropolitan statistical area,1970098,5867,512385,3336,767425,4716,578175,5410,112113,2384,567806,4285,268885,2732,298921,3377,678092,4146,187050,2472,234367,2632,256675,3083,298704,3688,30779,1216,100105,2243,127757,2654,40063,1229,425496,3296,25671,1219,134032,2397,193743,2937,72050,1891
04000C0US19,19,Iowa -- In metropolitan statistical area,722987,2135,165433,1540,260988,2573,249231,2841,47335,1360,204729,2312,90735,1384,113994,2138,259700,2366,62640,1141,79745,1735,117315,2080,105078,1974,6769,534,30226,1273,50028,1382,18055,941,153480,1534,5289,472,37023,1075,81888,1464,29280,1036
04000C0US20,20,Kansas -- In metropolitan statistical area,750281,2673,174532,2065,288975,3053,239300,2872,47474,1279,213829,2399,97233,1624,116596,1972,256408,2719,62521,1318,84732,1643,109155,2061,110833,2009,8083,557,36522,1263,49850,1322,16378,865,169211,1988,6695,622,51125,1322,80295,1527,31096,1151
04000C0US21,21,Kentucky -- In metropolitan statistical area,1006606,3107,270172,2857,384739,3346,293341,3194,58354,1442,286168,3023,140576,2304,145592,2464,351821,2691,98857,1530,122240,2199,130724,1974,159927,2749,16536,907,53636,1649,68654,1690,21101,1101,208690,2495,14203,967,63271,1560,93963,1771,37253,1171
04000C0US22,22,Louisiana -- In metropolitan statistical area,1458066,4732,405595,3638,599237,4161,382596,4225,70638,1612,435157,4158,211916,3060,223241,2934,483021,4387,138129,2029,185951,3313,158941,2613,243059,3877,29661,1154,92945,2060,95957,2577,24496,1016,296829,3210,25889,1219,97100,1999,127698,2714,46142,1516
04000C0US23,23,Maine -- In metropolitan statistical area,325052,1776,88874,1536,112141,1720,103979,1870,20058,985,93006,1736,48278,1292,44728,1406,125434,1857,33544,902,39062,1246,52828,1435,48743,1359,4267,480,13606,710,22648,987,8222,621,57869,1216,2785,374,14745,752,28503,1004,11836,707
04000C0US24,24,Maryland -- In metropolitan statistical area,2120189,4767,460672,3159,803962,4899,672044,5240,183511,2907,571720,4903,249993,2900,321727,3858,676916,4487,161329,1937,235848,2975,279739,3022,361678,4046,28177,1206,113871,2680,162212,2686,57418,1602,509875,3213,21173,948,132516,2071,230093,3052,126093,2432
04000C0US25,25,Massachusetts -- In metropolitan statistical area,2545303,4829,638222,4527,897889,5632,790517,6032,218675,2867,723252,4929,365104,3938,358148,3630,836822,4495,210835,2819,272575,2666,353412,3629,423830,4501,36059,1333,126505,2475,183610,3155,77656,1888,561399,3818,26224,1131,140661,2592,253495,3111,141019,2412
04000C0US26,26,Michigan -- In metropolitan statistical area,3168158,6776,934916,4604,1182946,5782,854257,5667,196039,2558,928876,4576,490796,4376,438080,4332,1073989,4828,341867,3288,362225,3828,369897,3294,483233,4181,54407,1277,169923,2400,190726,3096,68177,1831,682060,3746,47846,1357,212718,3240,293634,3616,127862,1962
04000C0US27,27,Minnesota -- In metropolitan statistical area,1647920,3027,361659,2745,580783,3912,575369,4181,130109,1627,464266,3388,203876,2906,260390,2943,567768,3241,134300,1674,164984,2330,268484,2699,242451,2425,12537,705,67506,1612,114524,1941,47884,1023,373435,2430,10946,727,87903,1625,192361,2420,82225,1360
04000C0US28,28,Mississippi -- In metropolitan statistical area,504057,2581,138694,2000,198340,3007,141106,2732,25917,1162,134831,2822,68847,1914,65984,2032,171158,2337,50496,1334,65185,1746,55477,1693,84774,2361,9700,791,31009,1434,35793,1441,8272,708,113294,1897,9651,864,36162,1400,49836,1728,17645,1016
04000C0US29,29,Missouri -- In metropolitan statistical area,1788782,4459,465965,3156,679117,4072,532429,4904,111271,1960,530677,4122,252205,2826,278472,3187,616634,4331,169838,1784,206107,2903,240689,3026,274099,3388,24658,983,89506,1637,120457,2650,39478,1169,367372,3481,19264,948,105032,2001,171283,2823,71793,1676
