GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
04000A0US13,13,Georgia -- In metropolitan or micropolitan statistical area,9415504,154,5516806,8117,2989325,5078,28268,2013,384349,2772,5044,732,265425,7806,226287,5979,31553,2153,194734,5961
04000A0US15,15,Hawaii -- In metropolitan or micropolitan statistical area,1421658,*****,357308,1794,25884,923,2756,326,540556,3320,142600,2122,14056,1210,338498,4392,9958,872,328540,4348
04000A0US16,16,Idaho -- In metropolitan or micropolitan statistical area,1519018,114,1379989,3130,10960,693,18262,1041,22146,987,2179,440,44453,2927,41029,1914,5615,886,35414,1659
04000A0US17,17,Illinois -- In metropolitan or micropolitan statistical area,12247097,*****,8665681,10859,1812986,3655,28649,1874,668792,2713,4126,442,763304,10948,303559,5441,62255,3259,241304,4182
04000A0US18,18,Indiana -- In metropolitan or micropolitan statistical area,6154736,*****,5103083,4033,609710,3056,14155,832,136150,1449,2412,385,141942,4479,147284,3989,19222,1384,128062,3618
04000A0US19,19,Iowa -- In metropolitan or micropolitan statistical area,2387712,*****,2125031,2270,100491,1398,7462,742,65567,1035,2599,426,32300,2168,54262,1979,4136,604,50126,1859
04000A0US20,20,Kansas -- In metropolitan or micropolitan statistical area,2512193,*****,2097743,3522,164825,1746,19575,1160,79071,986,1608,345,59891,3071,89480,2273,8547,885,80933,2022
04000A0US21,21,Kentucky -- In metropolitan or micropolitan statistical area,3470007,*****,2954727,2218,329049,2111,7568,770,56442,1273,1955,255,35680,2202,84586,2417,6430,674,78156,2532
04000A0US22,22,Louisiana -- In metropolitan or micropolitan statistical area,4335555,*****,2696115,3427,1398345,2890,23466,1035,80197,989,1300,275,53643,3121,82489,3182,8442,1018,74047,3049
04000A0US23,23,Maine -- In metropolitan or micropolitan statistical area,906666,*****,852745,566,14479,637,4230,462,12353,500,137,68,2175,445,20547,1033,596,205,19951,1001
04000A0US24,24,Maryland -- In metropolitan or micropolitan statistical area,5914112,*****,3324010,5063,1774796,3709,16084,1122,372546,1789,2812,322,236068,5584,187796,4719,21524,1928,166272,4021
04000A0US25,25,Massachusetts -- In metropolitan or micropolitan statistical area,6778407,*****,5349580,5732,498865,4120,14272,1255,425965,2088,2247,288,278639,6559,208839,5148,31492,1978,177347,4246
04000A0US26,26,Michigan -- In metropolitan or micropolitan statistical area,9260982,*****,7186929,3613,1365591,3546,42399,1469,286442,2271,2685,345,111998,3654,264938,4100,24304,1715,240634,4246
04000A0US27,27,Minnesota -- In metropolitan or micropolitan statistical area,4979024,*****,4120961,3407,322708,3141,45787,1241,251988,1787,1686,270,90640,3056,145254,4225,12399,1109,132855,3916
04000A0US28,28,Mississippi -- In metropolitan or micropolitan statistical area,2342930,*****,1366254,1667,891498,1781,4884,527,26924,936,436,175,21388,1538,31546,1947,2907,500,28639,1844
04000A0US29,29,Missouri -- In metropolitan or micropolitan statistical area,5244536,*****,4220750,3189,682304,2898,21132,1018,110188,1473,6042,563,66974,3287,137146,3492,11016,1275,126130,2968
04000A0US30,30,Montana -- In metropolitan or micropolitan statistical area,672901,101,622485,831,3687,336,18250,859,5870,334,369,111,3883,695,18357,1083,1136,314,17221,1116
04000A0US31,31,Nebraska -- In metropolitan or micropolitan statistical area,1553708,94,1344546,2706,87401,1188,8248,729,40509,883,1166,225,31834,2490,40004,1579,4086,582,35918,1492
04000A0US32,32,Nevada -- In metropolitan or micropolitan statistical area,2854543,168,1908903,5457,252003,2372,29791,1343,232075,2047,18943,651,279014,5779,133814,3844,21683,1694,112131,3240
04000A0US33,33,New Hampshire -- In metropolitan or micropolitan statistical area,1284324,*****,1197982,1068,18397,919,2111,391,33034,712,281,127,7001,820,25518,1158,2317,413,23201,1061
04000A0US34,34,New Jersey -- In metropolitan or micropolitan statistical area,8960161,*****,6085474,9750,1207356,3964,18006,1191,844105,2356,3013,389,573146,9961,229061,4973,52405,2393,176656,4160
04000A0US35,35,New Mexico -- In metropolitan or micropolitan statistical area,2011705,*****,1486176,6004,41699,1082,194367,1874,29443,952,1373,248,192740,5840,65907,2469,22443,1440,43464,2117
04000A0US36,36,New York -- In metropolitan or micropolitan statistical area,19403819,*****,12277493,15878,3085320,8764,76099,2634,1649472,3566,7870,783,1725188,19304,582377,9491,147725,4579,434652,8157
04000A0US37,37,North Carolina -- In metropolitan or micropolitan statistical area,9418475,*****,6501426,6945,2004165,4780,105550,1723,265882,1924,6160,551,294815,7053,240477,5474,26362,1589,214115,5356
04000A0US38,38,North Dakota -- In metropolitan or micropolitan statistical area,548168,88,487577,831,16183,617,15715,645,9375,533,295,125,5107,813,13916,1007,930,300,12986,970
04000A0US39,39,Ohio -- In metropolitan or micropolitan statistical area,11158811,*****,9069783,3504,1423751,3851,21088,1154,234256,1868,3464,342,100503,3374,305966,5029,25152,1634,280814,4684
04000A0US40,40,Oklahoma -- In metropolitan or micropolitan statistical area,3353965,*****,2439817,3263,269089,1846,216646,2642,78325,1169,4888,369,92826,2827,252374,3698,12550,982,239824,3410
04000A0US41,41,Oregon -- In metropolitan or micropolitan statistical area,3926565,*****,3330516,5157,75782,1498,40402,2186,165727,1765,14867,742,117931,4334,181340,3886,17351,1569,163989,3588
04000A0US42,42,Pennsylvania -- In metropolitan or micropolitan statistical area,12411866,*****,10015227,6201,1410011,4391,24296,1649,415992,1886,3582,600,249871,5253,292887,4854,35350,1981,257537,4623
04000A0US44,44,Rhode Island -- In metropolitan or micropolitan statistical area,1056138,*****,854801,2955,68346,1790,5413,613,35556,873,759,207,59967,3154,31296,2108,6889,975,24407,1777
04000A0US45,45,South Carolina -- In metropolitan or micropolitan statistical area,4586797,*****,3149115,3212,1179834,2838,13286,905,70915,1319,2571,266,70929,2916,100147,2938,10431,1143,89716,2865
04000A0US46,46,South Dakota -- In metropolitan or micropolitan statistical area,638333,86,567798,966,14029,629,22478,895,10464,348,290,81,5751,861,17523,1112,1255,393,16268,997
04000A0US47,47,Tennessee -- In metropolitan or micropolitan statistical area,5968438,*****,4573744,4235,1056954,2540,15473,827,107740,1571,3475,527,86351,3609,124701,3378,10474,1111,114227,3047
04000A0US48,48,Texas -- In metropolitan or micropolitan statistical area,26041798,350,19296096,21555,3185754,6948,122881,3939,1231028,3969,22741,1146,1506837,17826,676461,12182,143895,6090,532566,8746
04000A0US49,49,Utah -- In metropolitan or micropolitan statistical area,2849782,*****,2473253,4182,33055,1128,22588,1150,66925,1211,26315,1169,146453,4219,81193,2652,14257,1206,66936,2520
04000A0US50,50,Vermont -- In metropolitan or micropolitan statistical area,461761,*****,435084,337,6498,307,1505,279,8062,385,176,101,1802,321,8634,531,261,80,8373,516
04000A0US51,51,Virginia -- In metropolitan or micropolitan statistical area,7586262,*****,5110016,6320,1464344,3972,20551,1258,515113,2669,5291,433,194461,6046,276486,5118,29470,1745,247016,4818
04000A0US53,53,Washington -- In metropolitan or micropolitan statistical area,7015490,*****,5367833,7308,261063,3290,87652,1898,576912,3519,45725,1039,287405,7437,388900,5267,35648,2091,353252,5107
04000A0US54,54,West Virginia -- In metropolitan or micropolitan statistical area,1434121,*****,1327157,1127,58400,1224,2491,386,13039,496,472,189,6018,967,26544,1278,1479,329,25065,1305
04000A0US55,55,Wisconsin -- In metropolitan or micropolitan statistical area,5042411,*****,4272817,3430,359292,2025,34831,1021,149007,1223,1623,356,104775,3535,120066,2806,15268,1428,104798,2571
04000A0US56,56,Wyoming -- In metropolitan or micropolitan statistical area,422640,*****,380575,1118,5423,585,11976,707,4257,383,427,264,8100,1078,11882,982,1582,380,10300,923
04000A0US72,72,Puerto Rico -- In metropolitan or micropolitan statistical area,3443484,*****,2375132,9911,337827,6557,10810,1254,7612,1058,136,70,502289,7587,209678,6098,18583,1152,191095,6037
04000C0US01,01,Alabama -- In metropolitan statistical area,3700785,*****,2496299,2784,1009987,1697,16522,1073,55899,1301,1228,192,50793,2827,70057,2344,6351,994,63706,2168
04000C0US02,02,Alaska -- In metropolitan statistical area,499391,*****,350153,1374,21724,726,33722,1435,32260,856,7800,335,8079,1089,45653,1970,2270,622,43383,1744
04000C0US04,04,Arizona -- In metropolitan statistical area,6463394,*****,5074790,9716,289924,2531,183454,2896,211170,2117,13077,609,461781,8406,229198,5630,47561,2186,181637,4715
04000C0US05,05,Arkansas -- In metropolitan statistical area,1836700,*****,1381116,2803,295979,1695,13232,1038,35975,780,6533,595,52682,2598,51183,2235,5334,993,45849,1825
04000C0US06,06,California -- In metropolitan statistical area,38150785,*****,22901074,32347,2251359,6169,264939,6061,5489411,8926,150008,1859,5294588,37627,1799406,22139,396150,8907,1403256,16733
04000C0US08,08,Colorado -- In metropolitan statistical area,4742932,*****,3948020,5685,212101,2318,39476,1934,159713,1694,7635,512,202083,5002,173904,4331,30598,1927,143306,3799
04000C0US09,09,Connecticut -- In metropolitan statistical area,3410024,*****,2585457,5541,372680,2445,9055,863,152904,1569,925,212,181291,5348,107712,2944,24615,2094,83097,2802
04000C0US10,10,Delaware -- In metropolitan statistical area,943732,*****,652170,1798,206290,1405,3482,471,36553,717,465,263,18512,1797,26260,1432,2514,502,23746,1479
04000C0US11,11,District of Columbia -- In metropolitan statistical area,672391,*****,273471,1971,321062,1247,1757,465,25558,570,289,84,30961,2100,19293,1277,2665,452,16628,1199
04000C0US12,12,Florida -- In metropolitan statistical area,19572572,*****,14778715,13804,3164025,7217,52530,2281,538895,3233,11683,995,525564,11239,501160,9262,88709,3719,412451,7686
04000C0US13,13,Georgia -- In metropolitan statistical area,8425832,*****,4839067,7594,2737389,4993,25782,1964,373211,2647,4576,707,237191,7298,208616,5567,29195,2169,179421,5542
04000C0US15,15,Hawaii -- In metropolitan statistical area,1154240,*****,267515,1667,24181,898,1670,249,472176,3361,110249,2010,11332,1002,267117,4219,8534,823,258583,4212
04000C0US16,16,Idaho -- In metropolitan statistical area,1105148,*****,1000014,2739,8604,704,12731,865,16874,925,1706,419,33180,2597,32039,1753,4595,833,27444,1538
04000C0US17,17,Illinois -- In metropolitan statistical area,11368650,*****,7854798,10931,1778023,3628,26926,1890,662076,2690,3693,386,754687,11056,288447,5352,60781,3219,227666,4097
04000C0US18,18,Indiana -- In metropolitan statistical area,5148335,*****,4158187,3715,590230,3105,11741,801,128728,1357,2190,377,125467,4194,131792,3776,17015,1379,114777,3471
04000C0US19,19,Iowa -- In metropolitan statistical area,1839602,*****,1620316,2017,87755,1227,6234,727,57723,879,1950,319,21944,1898,43680,1898,3286,563,40394,1728
04000C0US20,20,Kansas -- In metropolitan statistical area,1964162,*****,1621816,3076,145192,1790,14914,1028,70511,921,1052,298,40064,2697,70613,1994,6346,787,64267,1818
04000C0US21,21,Kentucky -- In metropolitan statistical area,2590620,*****,2144206,2138,290273,1958,5261,637,50739,1095,1698,213,30972,2057,67471,2306,4528,591,62943,2371
04000C0US22,22,Louisiana -- In metropolitan statistical area,3899951,*****,2419435,3368,1260140,2773,20751,1006,76605,973,1022,265,48970,3024,73028,3123,7577,999,65451,2966
04000C0US23,23,Maine -- In metropolitan statistical area,785377,*****,736406,528,13391,646,3462,440,11294,516,78,44,1936,404,18810,1049,497,186,18313,1020
04000C0US24,24,Maryland -- In metropolitan statistical area,5844265,*****,3271528,5031,1761553,3697,16025,1127,371687,1798,2781,308,235136,5524,185555,4679,21329,1948,164226,3968
04000C0US25,25,Massachusetts -- In metropolitan statistical area,6690206,*****,5268000,5704,497170,4131,13863,1246,424779,2054,2184,279,277947,6508,206263,5158,31216,1979,175047,4279
04000C0US26,26,Michigan -- In metropolitan statistical area,8127926,*****,6133610,3647,1343332,3575,27960,1360,278792,2147,2283,330,104960,3652,236989,4149,21454,1636,215535,4284
04000C0US27,27,Minnesota -- In metropolitan statistical area,4254185,*****,3461307,3305,309268,3086,28365,1165,242260,1735,1523,270,79212,2890,132250,4187,11213,1075,121037,3873
04000C0US28,28,Mississippi -- In metropolitan statistical area,1371209,*****,819977,1259,491496,1374,3033,438,19472,707,285,158,15093,1286,21853,1594,2082,429,19771,1517
04000C0US29,29,Missouri -- In metropolitan statistical area,4527793,*****,3573998,3027,649938,2771,17458,921,102678,1360,5195,511,59465,3087,119061,3328,9512,1220,109549,2814
04000C0US30,30,Montana -- In metropolitan statistical area,363592,101,330291,654,2699,337,13584,586,3362,264,261,88,2092,482,11303,833,766,288,10537,829
04000C0US31,31,Nebraska -- In metropolitan statistical area,1226066,*****,1037278,2330,83181,1122,6182,614,37965,850,974,213,25949,2259,34537,1474,3274,550,31263,1387
04000C0US32,32,Nevada -- In metropolitan statistical area,2616097,*****,1703238,5482,248605,2361,22036,1315,228911,1977,18350,646,268331,5796,126626,3749,20914,1632,105712,3204
04000C0US33,33,New Hampshire -- In metropolitan statistical area,835402,*****,772314,993,13620,843,901,273,25385,606,139,98,5749,773,17294,1044,1693,417,15601,936
04000C0US34,34,New Jersey -- In metropolitan statistical area,8960161,*****,6085474,9750,1207356,3964,18006,1191,844105,2356,3013,389,573146,9961,229061,4973,52405,2393,176656,4160
04000C0US35,35,New Mexico -- In metropolitan statistical area,1394633,*****,1050071,5495,29091,907,110189,1467,24130,817,991,214,131490,5327,48671,2015,16959,1314,31712,1755
04000C0US36,36,New York -- In metropolitan statistical area,18408445,*****,11362014,15776,3056691,8722,67506,2620,1639771,3543,7572,781,1712561,19323,562330,9476,145427,4598,416903,7995
04000C0US37,37,North Carolina -- In metropolitan statistical area,7847998,*****,5414643,6795,1676545,4531,36406,1391,252570,1806,5283,534,256562,6602,205989,4618,22320,1511,183669,4504
04000C0US38,38,North Dakota -- In metropolitan statistical area,369423,88,327318,625,11626,444,11937,592,7544,479,184,104,2295,537,8519,923,397,144,8122,896
04000C0US39,39,Ohio -- In metropolitan statistical area,9245993,*****,7272460,3249,1378944,3835,17382,1115,222337,1810,2932,300,86418,3160,265520,4814,21581,1535,243939,4540
04000C0US40,40,Oklahoma -- In metropolitan statistical area,2614084,*****,1897959,3169,241324,1779,137228,2360,68820,1080,4232,328,70638,2681,193883,3259,9685,895,184198,3081
04000C0US41,41,Oregon -- In metropolitan statistical area,3367883,*****,2832382,4963,72075,1423,28616,1847,160192,1729,13576,712,102774,4189,158268,3614,15034,1460,143234,3492
04000C0US42,42,Pennsylvania -- In metropolitan statistical area,11312047,*****,8971520,6158,1383309,4449,22662,1573,409551,1823,3288,573,244149,5339,277568,4740,33685,1967,243883,4517
04000C0US44,44,Rhode Island -- In metropolitan statistical area,1056138,*****,854801,2955,68346,1790,5413,613,35556,873,759,207,59967,3154,31296,2108,6889,975,24407,1777
04000C0US45,45,South Carolina -- In metropolitan statistical area,4143953,*****,2873400,2979,1033928,2650,11421,815,68007,1267,2509,257,63684,2697,91004,2878,9312,1080,81692,2795
04000C0US46,46,South Dakota -- In metropolitan statistical area,409204,*****,358480,777,11407,591,15593,778,5814,318,181,64,4256,712,13473,999,1073,379,12400,893
04000C0US47,47,Tennessee -- In metropolitan statistical area,5101201,*****,3783861,4179,1015653,2287,12909,765,102827,1491,3071,482,75807,3459,107073,3133,8824,997,98249,2850
04000C0US48,48,Texas -- In metropolitan statistical area,24378998,197,17893519,20414,3046407,6684,111628,4028,1215646,3922,21345,1111,1446921,17117,643532,11667,137532,5730,506000,8656
04000C0US49,49,Utah -- In metropolitan statistical area,2675386,*****,2312244,4177,32158,1061,18240,1150,65311,1166,26199,1163,143462,4179,77772,2607,13771,1200,64001,2500
04000C0US50,50,Vermont -- In metropolitan statistical area,216751,*****,199290,281,4523,266,815,225,6331,356,72,58,1128,300,4592,468,204,76,4388,452
04000C0US51,51,Virginia -- In metropolitan statistical area,7315717,*****,4904919,6388,1409225,3842,20227,1244,513565,2691,5215,431,191021,6061,271545,5087,29096,1735,242449,4741
04000C0US53,53,Washington -- In metropolitan statistical area,6448492,*****,4893908,6614,253210,3237,75279,1748,563223,3534,44684,1028,252539,7073,365649,5134,32302,2043,333347,5015
04000C0US54,54,West Virginia -- In metropolitan statistical area,1132018,*****,1040642,1099,49907,1187,1990,350,11323,479,409,183,5554,912,22193,1188,1324,299,20869,1191
04000C0US55,55,Wisconsin -- In metropolitan statistical area,4265553,*****,3544527,3433,351724,1981,24507,904,138970,1214,1412,349,97701,3516,106712,2675,13513,1311,93199,2505
04000C0US56,56,Wyoming -- In metropolitan statistical area,178054,*****,161608,819,3670,420,1549,312,1823,268,190,151,3874,745,5340,705,905,297,4435,676
04000C0US72,72,Puerto Rico -- In metropolitan statistical area,3318152,*****,2292495,10007,314912,6288,10657,1242,7479,1027,136,70,484217,7570,208256,6121,18399,1165,189857,6043
04000C1US01,01,Alabama -- In metropolitan statistical area -- in principal city,1392395,1099,724516,4507,589079,4295,3333,449,30702,1279,411,141,19507,1868,24847,1554,2335,587,22512,1372
04000C1US02,02,Alaska -- In metropolitan statistical area -- in principal city,330078,56,210629,1410,18971,728,24440,1199,29405,802,7491,334,7090,1086,32052,1755,1858,574,30194,1560
04000C1US04,04,Arizona -- In metropolitan statistical area -- in principal city,3349966,239,2537986,8373,178420,3269,75427,2767,115009,2616,7663,681,312095,6706,123366,4357,27319,1653,96047,3696
04000C1US05,05,Arkansas -- In metropolitan statistical area -- in principal city,837965,123,539935,3404,194997,2436,4686,705,26000,1012,5586,564,40498,2481,26263,1965,3602,830,22661,1604
04000C1US06,06,California -- In metropolitan statistical area -- in principal city,17832833,1717,9996325,21972,1217555,6641,118119,4288,3047461,9362,72997,2449,2541258,23073,839118,12784,175531,5042,663587,10772
04000C1US08,08,Colorado -- In metropolitan statistical area -- in principal city,2237669,428,1738204,5447,161630,2774,21794,1481,81083,1687,4120,447,137362,4544,93476,3079,17964,1532,75512,2621
04000C1US09,09,Connecticut -- In metropolitan statistical area -- in principal city,1037622,275,596653,4542,224026,2754,4270,701,52777,1722,358,148,118236,4335,41302,1945,12825,1414,28477,1428
04000C1US10,10,Delaware -- In metropolitan statistical area -- in principal city,108385,100,41271,1190,57277,1365,322,153,2110,381,66,76,3379,695,3960,686,632,301,3328,638
04000C1US11,11,District of Columbia -- In metropolitan statistical area -- in principal city,672391,*****,273471,1971,321062,1247,1757,465,25558,570,289,84,30961,2100,19293,1277,2665,452,16628,1199
04000C1US12,12,Florida -- In metropolitan statistical area -- in principal city,5367931,3708,3772824,11064,1132814,7895,13997,1159,158859,3504,2921,476,138517,4866,147999,4857,23566,1753,124433,4391
04000C1US13,13,Georgia -- In metropolitan statistical area -- in principal city,1965227,516,940362,4877,857046,4678,6989,940,71481,1768,1592,233,36896,2851,50861,2385,6470,805,44391,2202
04000C1US15,15,Hawaii -- In metropolitan statistical area -- in principal city,411712,1688,73860,2040,6301,511,455,156,215836,2904,34872,1735,3763,525,76625,3051,3017,472,73608,2971
04000C1US16,16,Idaho -- In metropolitan statistical area -- in principal city,416031,177,373650,1812,5439,746,4245,666,9653,896,495,287,9015,1184,13534,1082,1658,506,11876,963
04000C1US17,17,Illinois -- In metropolitan statistical area -- in principal city,4225883,1366,2366482,8468,1040311,4107,12389,1141,319616,3715,1367,271,362538,6546,123180,3257,26582,1958,96598,2398
04000C1US18,18,Indiana -- In metropolitan statistical area -- in principal city,2182331,1597,1518376,3470,447239,2992,5799,601,79373,1577,1380,319,58912,3008,71252,2693,7138,898,64114,2637
04000C1US19,19,Iowa -- In metropolitan statistical area -- in principal city,961403,183,794275,2488,72267,1663,4432,670,42991,1391,1466,301,17052,1685,28920,1444,2120,406,26800,1326
04000C1US20,20,Kansas -- In metropolitan statistical area -- in principal city,1002763,320,759432,3168,110103,1683,8586,866,50398,1261,590,261,32266,2528,41388,1731,4106,590,37282,1594
04000C1US21,21,Kentucky -- In metropolitan statistical area -- in principal city,1113601,628,820387,2328,206103,1823,2206,502,32678,1005,892,204,16290,1720,35045,1634,2773,537,32272,1586
04000C1US22,22,Louisiana -- In metropolitan statistical area -- in principal city,1391440,2085,650787,3254,656814,3487,5422,611,36686,1377,464,159,16065,1841,25202,1786,3100,643,22102,1773
04000C1US23,23,Maine -- In metropolitan statistical area -- in principal city,183535,56,162089,893,8291,762,654,219,4674,551,2,3,881,302,6944,648,187,111,6757,625
04000C1US24,24,Maryland -- In metropolitan statistical area -- in principal city,1245601,3516,569793,3858,509590,3379,3636,707,78373,1654,472,121,43521,2734,40216,2356,4408,578,35808,2250
04000C1US25,25,Massachusetts -- In metropolitan statistical area -- in principal city,1429564,113,893814,4873,253853,3878,5396,898,124568,1998,536,174,89014,3949,62383,3015,8468,859,53915,2810
04000C1US26,26,Michigan -- In metropolitan statistical area -- in principal city,2487182,378,1316895,4572,903553,4831,9811,910,113975,2053,715,219,51599,2737,90634,3291,8313,1007,82321,3282
04000C1US27,27,Minnesota -- In metropolitan statistical area -- in principal city,1317384,138,932009,3627,167356,2607,11777,897,115409,2038,467,174,36535,1837,53831,2389,4671,710,49160,2217
04000C1US28,28,Mississippi -- In metropolitan statistical area -- in principal city,355469,207,132627,1961,207640,1937,998,290,4560,585,127,103,3018,576,6499,803,550,233,5949,776
04000C1US29,29,Missouri -- In metropolitan statistical area -- in principal city,1355815,258,905453,3395,331384,2745,5572,616,38992,1372,1549,293,30068,2423,42797,2306,4196,698,38601,2251
04000C1US30,30,Montana -- In metropolitan statistical area -- in principal city,239073,93,214879,1086,1899,288,9839,851,2694,322,204,102,1495,437,8063,802,498,257,7565,775
04000C1US31,31,Nebraska -- In metropolitan statistical area -- in principal city,791438,96,643601,2002,70728,1247,4341,573,29795,906,638,192,18130,1788,24205,1351,2487,451,21718,1292
04000C1US32,32,Nevada -- In metropolitan statistical area -- in principal city,1432288,3162,977674,5939,121019,3181,11115,1209,105504,2235,10188,943,140364,4401,66424,2819,11236,1177,55188,2668
04000C1US33,33,New Hampshire -- In metropolitan statistical area -- in principal city,198243,55,168334,1076,8713,787,317,121,12083,718,48,31,2640,435,6108,769,727,239,5381,732
04000C1US34,34,New Jersey -- In metropolitan statistical area -- in principal city,971811,1374,392655,4555,323301,3455,4169,664,90436,2075,346,162,133618,4654,27286,1988,9542,1131,17744,1454
04000C1US35,35,New Mexico -- In metropolitan statistical area -- in principal city,786569,135,595921,4342,22153,859,40203,1525,18170,840,707,178,77834,3720,31581,1928,11719,1332,19862,1357
04000C1US36,36,New York -- In metropolitan statistical area -- in principal city,9846312,583,4426671,13569,2415116,7283,42218,2189,1266672,3651,5097,615,1346306,15409,344232,7498,94985,3712,249247,6041
04000C1US37,37,North Carolina -- In metropolitan statistical area -- in principal city,3206680,553,1763852,6201,1056339,5180,12078,987,145713,2706,2896,412,130746,4674,95056,3256,10190,1043,84866,3182
04000C1US38,38,North Dakota -- In metropolitan statistical area -- in principal city,244871,63,214724,840,10058,540,5587,520,6657,580,142,96,1500,517,6203,847,285,138,5918,812
04000C1US39,39,Ohio -- In metropolitan statistical area -- in principal city,2618341,416,1522686,5153,856444,4877,6992,819,74758,2422,1097,239,44029,2339,112335,3563,10821,1171,101514,3287
04000C1US40,40,Oklahoma -- In metropolitan statistical area -- in principal city,1176502,247,779437,3621,173744,1991,40493,1529,44639,1353,3158,331,51304,2360,83727,2391,5491,738,78236,2240
04000C1US41,41,Oregon -- In metropolitan statistical area -- in principal city,1487938,667,1201508,4327,47700,1486,12431,1245,93368,1963,8669,789,45234,2920,79028,2959,8179,1103,70849,2859
04000C1US42,42,Pennsylvania -- In metropolitan statistical area -- in principal city,2822707,151,1521267,6227,867456,4123,11264,1238,153976,1879,1464,432,159968,4586,107312,3916,14489,1404,92823,3592
04000C1US44,44,Rhode Island -- In metropolitan statistical area -- in principal city,260727,96,169427,2337,29055,1414,2445,443,13465,926,330,165,36444,2209,9561,1071,2104,554,7457,931
04000C1US45,45,South Carolina -- In metropolitan statistical area -- in principal city,832353,532,510861,3616,271837,3220,1616,320,16519,1208,796,253,11632,1270,19092,1642,1825,587,17267,1430
04000C1US46,46,South Dakota -- In metropolitan statistical area -- in principal city,243242,80,202952,977,10021,565,12483,811,4935,351,62,46,3446,725,9343,973,836,355,8507,872
04000C1US47,47,Tennessee -- In metropolitan statistical area -- in principal city,2301273,312,1328049,4288,795792,3610,6079,826,58786,1765,1716,233,53943,2846,56908,2306,5440,819,51468,2115
04000C1US48,48,Texas -- In metropolitan statistical area -- in principal city,12351280,3168,8738652,17083,1753158,8392,55321,2804,617901,4792,10706,952,855627,12945,319915,7054,69870,3459,250045,6303
04000C1US49,49,Utah -- In metropolitan statistical area -- in principal city,650939,124,540516,3352,9203,874,6130,832,19926,1233,7555,1089,46126,2715,21483,1434,2643,469,18840,1346
04000C1US50,50,Vermont -- In metropolitan statistical area -- in principal city,61226,36,52894,598,2895,333,260,101,3337,492,10,14,481,181,1349,293,70,48,1279,296
04000C1US51,51,Virginia -- In metropolitan statistical area -- in principal city,2226060,1122,1341263,3787,626182,2478,7090,861,110677,1682,1842,312,50079,3255,88927,2667,8965,1015,79962,2520
04000C1US53,53,Washington -- In metropolitan statistical area -- in principal city,2641086,908,1888656,5009,136593,2892,26298,1377,294571,3783,20594,1290,111907,4723,162467,4248,13159,1217,149308,3995
04000C1US54,54,West Virginia -- In metropolitan statistical area -- in principal city,249676,189,213319,1199,22265,1059,432,158,4417,487,221,136,1242,435,7780,718,296,117,7484,748
04000C1US55,55,Wisconsin -- In metropolitan statistical area -- in principal city,1697595,284,1180333,3911,292565,2475,11472,778,82648,1825,854,358,70327,3150,59396,2252,8581,957,50815,2073
04000C1US56,56,Wyoming -- In metropolitan statistical area -- in principal city,122157,71,109974,799,3111,475,1112,313,1412,309,139,146,2322,617,4087,680,746,280,3341,661
04000C1US72,72,Puerto Rico -- In metropolitan statistical area -- in principal city,916911,3846,631384,5351,102257,3308,6078,1057,3106,636,49,46,124234,3258,49803,2437,7598,780,42205,2324
04000C2US01,01,Alabama -- In metropolitan statistical area -- not in principal city,2308390,1099,1771783,4667,420908,4094,13189,1043,25197,1431,817,213,31286,2246,45210,1889,4016,767,41194,1887
04000C2US02,02,Alaska -- In metropolitan statistical area -- not in principal city,169313,56,139524,810,2753,412,9282,799,2855,444,309,114,989,293,13601,800,412,160,13189,762
04000C2US04,04,Arizona -- In metropolitan statistical area -- not in principal city,3113428,239,2536804,7447,111504,3097,108027,2220,96161,2316,5414,582,149686,5030,105832,3592,20242,1635,85590,3357
04000C2US05,05,Arkansas -- In metropolitan statistical area -- not in principal city,998735,123,841181,2383,100982,1976,8546,929,9975,743,947,335,12184,1409,24920,1334,1732,372,23188,1278
04000C2US06,06,California -- In metropolitan statistical area -- not in principal city,20317952,1717,12904749,24997,1033804,7684,146820,4068,2441950,8321,77011,2610,2753330,24710,960288,14259,220619,6146,739669,10611
