GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Ancestry specified:,Margin of Error; Ancestry specified:,Estimate; Ancestry specified: - Single ancestry,Margin of Error; Ancestry specified: - Single ancestry,Estimate; Ancestry specified: - Multiple ancestry,Margin of Error; Ancestry specified: - Multiple ancestry,Estimate; Ancestry not specified:,Margin of Error; Ancestry not specified:,Estimate; Ancestry not specified: - Ancestry unclassified,Margin of Error; Ancestry not specified: - Ancestry unclassified,Estimate; Ancestry not specified: - Ancestry not reported,Margin of Error; Ancestry not specified: - Ancestry not reported
04000A0US35,35,New Mexico -- In metropolitan or micropolitan statistical area,2011705,*****,1752570,6138,1371926,8414,380644,6394,259135,6138,29542,1443,229593,6022
04000A0US36,36,New York -- In metropolitan or micropolitan statistical area,19403819,*****,16809623,28076,11920820,42970,4888803,21868,2594196,28076,168230,3995,2425966,26016
04000A0US37,37,North Carolina -- In metropolitan or micropolitan statistical area,9418475,*****,7643805,17214,5717262,19703,1926543,14872,1774670,17214,210618,5432,1564052,15695
04000A0US38,38,North Dakota -- In metropolitan or micropolitan statistical area,548168,88,470410,3238,255555,3919,214855,3848,77758,3226,6767,881,70991,3138
04000A0US39,39,Ohio -- In metropolitan or micropolitan statistical area,11158811,*****,8994127,14638,5650898,17431,3343229,15941,2164684,14638,229295,5827,1935389,13665
04000A0US40,40,Oklahoma -- In metropolitan or micropolitan statistical area,3353965,*****,2603199,6723,1820611,7314,782588,6421,750766,6723,83141,2575,667625,6459
04000A0US41,41,Oregon -- In metropolitan or micropolitan statistical area,3926565,*****,3206796,7916,1881236,9837,1325560,7725,719769,7916,109559,3715,610210,7408
04000A0US42,42,Pennsylvania -- In metropolitan or micropolitan statistical area,12411866,*****,10370047,14080,6253023,18268,4117024,14985,2041819,14080,181983,4091,1859836,12508
04000A0US44,44,Rhode Island -- In metropolitan or micropolitan statistical area,1056138,*****,936413,3051,562810,4766,373603,4342,119725,3051,7624,726,112101,2978
04000A0US45,45,South Carolina -- In metropolitan or micropolitan statistical area,4586797,*****,3693117,10658,2825400,12410,867717,7762,893680,10658,98648,3579,795032,10000
04000A0US46,46,South Dakota -- In metropolitan or micropolitan statistical area,638333,86,535722,3040,312139,3725,223583,3182,102611,3026,10394,968,92217,3021
04000A0US47,47,Tennessee -- In metropolitan or micropolitan statistical area,5968438,*****,4575715,12805,3471801,14587,1103914,9855,1392723,12805,163953,4640,1228770,11345
04000A0US48,48,Texas -- In metropolitan or micropolitan statistical area,26041798,350,22349473,42107,17729048,53046,4620425,21075,3692325,42071,327471,8263,3364854,37370
04000A0US49,49,Utah -- In metropolitan or micropolitan statistical area,2849782,*****,2375930,8149,1498040,9621,877890,7778,473852,8149,39274,1934,434578,7524
04000A0US50,50,Vermont -- In metropolitan or micropolitan statistical area,461761,*****,387739,2184,211354,2598,176385,2807,74022,2184,8769,693,65253,2074
04000A0US51,51,Virginia -- In metropolitan or micropolitan statistical area,7586262,*****,6255658,14684,4450033,19565,1805625,11686,1330604,14684,140517,3671,1190087,13138
04000A0US53,53,Washington -- In metropolitan or micropolitan statistical area,7015490,*****,5912336,11891,3553901,15644,2358435,14525,1103154,11891,137600,4160,965554,11191
04000A0US54,54,West Virginia -- In metropolitan or micropolitan statistical area,1434121,*****,1008256,6073,666103,5745,342153,5362,425865,6073,36357,1800,389508,6479
04000A0US55,55,Wisconsin -- In metropolitan or micropolitan statistical area,5042411,*****,4346794,8245,2494219,11907,1852575,9474,695617,8245,68203,2474,627414,7381
04000A0US56,56,Wyoming -- In metropolitan or micropolitan statistical area,422640,*****,324681,2879,192931,3253,131750,3204,97959,2879,8639,905,89320,2857
04000A0US72,72,Puerto Rico -- In metropolitan or micropolitan statistical area,3443484,*****,3164462,5244,3086832,5969,77630,2728,279022,5244,4638,535,274384,5214
04000C0US01,01,Alabama -- In metropolitan statistical area,3700785,*****,2863162,9049,2225917,9940,637245,8215,837623,9049,85452,3130,752171,8851
04000C0US02,02,Alaska -- In metropolitan statistical area,499391,*****,416264,3026,249269,4071,166995,3750,83127,3026,10663,989,72464,2927
04000C0US04,04,Arizona -- In metropolitan statistical area,6463394,*****,5405149,11166,3808738,16068,1596411,12811,1058245,11166,89995,3151,968250,10724
04000C0US05,05,Arkansas -- In metropolitan statistical area,1836700,*****,1386001,6047,1024430,6930,361571,6298,450699,6047,43211,2201,407488,6355
04000C0US06,06,California -- In metropolitan statistical area,38150785,*****,33641696,55996,25515264,87943,8126432,39115,4509089,55996,319528,6791,4189561,51987
04000C0US08,08,Colorado -- In metropolitan statistical area,4742932,*****,3947028,8435,2399556,11303,1547472,8587,795904,8435,83827,2818,712077,9149
04000C0US09,09,Connecticut -- In metropolitan statistical area,3410024,*****,3011371,6505,1862247,11172,1149124,9198,398653,6505,30091,1500,368562,6379
04000C0US10,10,Delaware -- In metropolitan statistical area,943732,*****,795817,4379,547821,5150,247996,4239,147915,4379,14697,1152,133218,4276
04000C0US11,11,District of Columbia -- In metropolitan statistical area,672391,*****,550281,3333,414932,3872,135349,2788,122110,3333,36426,2587,85684,3315
04000C0US12,12,Florida -- In metropolitan statistical area,19572572,*****,16549190,28219,12213749,47513,4335441,30413,3023382,28219,279676,6608,2743706,25102
04000C0US13,13,Georgia -- In metropolitan statistical area,8425832,*****,7012759,19599,5569048,25762,1443711,13381,1413073,19599,173656,4605,1239417,18045
04000C0US15,15,Hawaii -- In metropolitan statistical area,1154240,*****,1033318,3442,653666,5447,379652,4972,120922,3442,6632,600,114290,3331
04000C0US16,16,Idaho -- In metropolitan statistical area,1105148,*****,882263,5292,556657,6357,325606,6193,222885,5292,28124,2252,194761,5213
04000C0US17,17,Illinois -- In metropolitan statistical area,11368650,*****,9866854,18440,6848510,26179,3018344,16312,1501796,18440,134624,3712,1367172,16830
04000C0US18,18,Indiana -- In metropolitan statistical area,5148335,*****,3977209,9652,2679416,10737,1297793,11222,1171126,9652,126607,4286,1044519,9167
04000C0US19,19,Iowa -- In metropolitan statistical area,1839602,*****,1440464,5475,880128,6390,560336,5442,399138,5475,38901,1814,360237,5599
04000C0US20,20,Kansas -- In metropolitan statistical area,1964162,*****,1598238,5900,1025325,7099,572913,6658,365924,5900,45708,2098,320216,5753
04000C0US21,21,Kentucky -- In metropolitan statistical area,2590620,*****,1973802,7750,1384654,8427,589148,6704,616818,7750,68070,2598,548748,7576
04000C0US22,22,Louisiana -- In metropolitan statistical area,3899951,*****,3269468,11309,2514888,14312,754580,8551,630483,11309,62335,2479,568148,10610
04000C0US23,23,Maine -- In metropolitan statistical area,785377,*****,661859,3131,369294,3897,292565,4170,123518,3131,16864,1256,106654,3048
04000C0US24,24,Maryland -- In metropolitan statistical area,5844265,*****,4912489,11700,3503731,14842,1408758,9019,931776,11700,87139,2914,844637,10929
04000C0US25,25,Massachusetts -- In metropolitan statistical area,6690206,*****,5812772,13323,3611744,18597,2201028,11346,877434,13323,60767,2626,816667,12803
04000C0US26,26,Michigan -- In metropolitan statistical area,8127926,*****,6848235,11763,4337373,17620,2510862,11849,1279691,11763,133850,3115,1145841,10751
04000C0US27,27,Minnesota -- In metropolitan statistical area,4254185,*****,3660804,6531,1987459,10479,1673345,9765,593381,6531,62184,2194,531197,6217
04000C0US28,28,Mississippi -- In metropolitan statistical area,1371209,*****,1107290,5882,891062,6736,216228,4756,263919,5882,27317,1816,236602,5386
04000C0US29,29,Missouri -- In metropolitan statistical area,4527793,*****,3597203,10326,2335119,11677,1262084,8227,930590,10326,118907,3589,811683,9892
04000C0US30,30,Montana -- In metropolitan statistical area,363592,101,297666,2536,167714,2784,129952,2532,65926,2542,7176,807,58750,2436
04000C0US31,31,Nebraska -- In metropolitan statistical area,1226066,*****,1026464,4123,613754,4990,412710,4509,199602,4123,22580,1248,177022,3968
04000C0US32,32,Nevada -- In metropolitan statistical area,2616097,*****,2279184,7122,1634687,10294,644497,7676,336913,7122,35279,1844,301634,6724
04000C0US33,33,New Hampshire -- In metropolitan statistical area,835402,*****,721683,3078,374872,4341,346811,4620,113719,3078,19511,1625,94208,2808
04000C0US34,34,New Jersey -- In metropolitan statistical area,8960161,*****,7948056,14662,5445015,22413,2503041,15299,1012105,14662,89065,2750,923040,15016
04000C0US35,35,New Mexico -- In metropolitan statistical area,1394633,*****,1225093,5106,940020,7102,285073,5465,169540,5106,22343,1362,147197,5081
04000C0US36,36,New York -- In metropolitan statistical area,18408445,*****,16021864,27316,11478828,42515,4543036,21686,2386581,27316,145688,3876,2240893,25441
04000C0US37,37,North Carolina -- In metropolitan statistical area,7847998,*****,6375815,14816,4695204,16954,1680611,13357,1472183,14816,178437,4686,1293746,13696
04000C0US38,38,North Dakota -- In metropolitan statistical area,369423,88,322917,2220,176137,3041,146780,3237,46506,2206,4429,717,42077,2085
04000C0US39,39,Ohio -- In metropolitan statistical area,9245993,*****,7582205,13126,4746710,16935,2835495,15432,1663788,13126,180450,4634,1483338,11940
04000C0US40,40,Oklahoma -- In metropolitan statistical area,2614084,*****,2045160,6491,1412012,6757,633148,5813,568924,6491,68186,2453,500738,5990
04000C0US41,41,Oregon -- In metropolitan statistical area,3367883,*****,2764019,6984,1619663,9308,1144356,7192,603864,6984,95167,3522,508697,6472
04000C0US42,42,Pennsylvania -- In metropolitan statistical area,11312047,*****,9517553,14040,5753424,18647,3764129,14456,1794494,14040,160006,3658,1634488,12786
04000C0US44,44,Rhode Island -- In metropolitan statistical area,1056138,*****,936413,3051,562810,4766,373603,4342,119725,3051,7624,726,112101,2978
04000C0US45,45,South Carolina -- In metropolitan statistical area,4143953,*****,3335449,10063,2527513,11701,807936,7392,808504,10063,90600,3366,717904,9430
04000C0US46,46,South Dakota -- In metropolitan statistical area,409204,*****,344714,2525,199354,3077,145360,2942,64490,2525,7290,858,57200,2522
04000C0US47,47,Tennessee -- In metropolitan statistical area,5101201,*****,3939324,11285,2990321,13238,949003,9484,1161877,11285,144171,4591,1017706,10170
04000C0US48,48,Texas -- In metropolitan statistical area,24378998,197,20974827,40207,16619734,50831,4355093,20723,3404171,40183,302313,7769,3101858,35889
04000C0US49,49,Utah -- In metropolitan statistical area,2675386,*****,2231347,7588,1405342,9233,826005,7668,444039,7588,36911,1906,407128,6868
04000C0US50,50,Vermont -- In metropolitan statistical area,216751,*****,184871,1441,103041,2050,81830,1960,31880,1441,3203,436,28677,1368
04000C0US51,51,Virginia -- In metropolitan statistical area,7315717,*****,6044077,14289,4273943,19023,1770134,11427,1271640,14289,134673,3569,1136967,12952
04000C0US53,53,Washington -- In metropolitan statistical area,6448492,*****,5453412,11567,3263879,14219,2189533,13700,995080,11567,124167,3894,870913,10743
04000C0US54,54,West Virginia -- In metropolitan statistical area,1132018,*****,800446,5504,532197,5451,268249,4723,331572,5504,30484,1596,301088,5626
04000C0US55,55,Wisconsin -- In metropolitan statistical area,4265553,*****,3686992,7390,2119416,10461,1567576,8726,578561,7390,57129,2194,521432,6671
04000C0US56,56,Wyoming -- In metropolitan statistical area,178054,*****,143957,1745,86159,1996,57798,2276,34097,1745,3664,483,30433,1698
04000C0US72,72,Puerto Rico -- In metropolitan statistical area,3318152,*****,3047693,5298,2970593,6022,77100,2727,270459,5298,4459,507,266000,5270
04000C1US01,01,Alabama -- In metropolitan statistical area -- in principal city,1392395,1099,1126643,6318,896027,6078,230616,4675,265752,6176,24278,1464,241474,6137
04000C1US02,02,Alaska -- In metropolitan statistical area -- in principal city,330078,56,280113,2368,172517,3335,107596,2930,49965,2357,6765,727,43200,2306
04000C1US04,04,Arizona -- In metropolitan statistical area -- in principal city,3349966,239,2839906,8059,2059154,10786,780752,7348,510060,8079,45668,2387,464392,7378
04000C1US05,05,Arkansas -- In metropolitan statistical area -- in principal city,837965,123,663747,4530,510452,5165,153295,3893,174218,4512,16012,1351,158206,4249
04000C1US06,06,California -- In metropolitan statistical area -- in principal city,17832833,1717,15756296,26673,12159114,43436,3597182,23745,2076537,26500,132492,4055,1944045,24757
04000C1US08,08,Colorado -- In metropolitan statistical area -- in principal city,2237669,428,1872797,6774,1184579,8207,688218,6681,364872,6743,34731,1636,330141,6654
04000C1US09,09,Connecticut -- In metropolitan statistical area -- in principal city,1037622,275,929989,3436,671778,5649,258211,4198,107633,3493,7173,872,100460,3426
04000C1US10,10,Delaware -- In metropolitan statistical area -- in principal city,108385,100,92374,1403,72105,1534,20269,1566,16011,1398,1568,355,14443,1374
04000C1US11,11,District of Columbia -- In metropolitan statistical area -- in principal city,672391,*****,550281,3333,414932,3872,135349,2788,122110,3333,36426,2587,85684,3315
04000C1US12,12,Florida -- In metropolitan statistical area -- in principal city,5367931,3708,4516049,12863,3317545,15703,1198504,10725,851882,12763,87075,3318,764807,11951
04000C1US13,13,Georgia -- In metropolitan statistical area -- in principal city,1965227,516,1694281,7018,1379728,8665,314553,4525,270946,6964,32795,2052,238151,6688
04000C1US15,15,Hawaii -- In metropolitan statistical area -- in principal city,411712,1688,371158,2703,258940,3347,112218,3027,40554,2004,2258,353,38296,1939
04000C1US16,16,Idaho -- In metropolitan statistical area -- in principal city,416031,177,335414,3189,202027,3266,133387,2881,80617,3198,10015,1044,70602,3102
04000C1US17,17,Illinois -- In metropolitan statistical area -- in principal city,4225883,1366,3741155,9315,2835805,12806,905350,8149,484728,9087,38009,1589,446719,8712
04000C1US18,18,Indiana -- In metropolitan statistical area -- in principal city,2182331,1597,1720309,6629,1221141,7404,499168,6516,462022,6532,45338,2382,416684,6191
04000C1US19,19,Iowa -- In metropolitan statistical area -- in principal city,961403,183,753077,4543,469384,4485,283693,4022,208326,4509,19514,1290,188812,4491
04000C1US20,20,Kansas -- In metropolitan statistical area -- in principal city,1002763,320,830395,4195,552267,5316,278128,4780,172368,4263,20044,1390,152324,4254
04000C1US21,21,Kentucky -- In metropolitan statistical area -- in principal city,1113601,628,854489,5350,615302,5267,239187,3992,259112,5337,28033,1644,231079,5314
04000C1US22,22,Louisiana -- In metropolitan statistical area -- in principal city,1391440,2085,1196667,5807,953042,7293,243625,4750,194773,5390,16240,1059,178533,5072
04000C1US23,23,Maine -- In metropolitan statistical area -- in principal city,183535,56,156861,1487,89211,1874,67650,2015,26674,1482,2804,401,23870,1418
04000C1US24,24,Maryland -- In metropolitan statistical area -- in principal city,1245601,3516,1056555,5780,803447,6475,253108,4080,189046,4331,16944,1073,172102,4380
04000C1US25,25,Massachusetts -- In metropolitan statistical area -- in principal city,1429564,113,1243364,4677,884872,6664,358492,4473,186200,4679,10176,987,176024,4477
04000C1US26,26,Michigan -- In metropolitan statistical area -- in principal city,2487182,378,2140812,7191,1574629,9249,566183,5815,346370,7096,29258,1465,317112,6405
04000C1US27,27,Minnesota -- In metropolitan statistical area -- in principal city,1317384,138,1138749,3279,655343,5303,483406,4331,178635,3264,16947,994,161688,3201
04000C1US28,28,Mississippi -- In metropolitan statistical area -- in principal city,355469,207,303827,2133,259003,2832,44824,2217,51642,2106,4123,548,47519,2082
04000C1US29,29,Missouri -- In metropolitan statistical area -- in principal city,1355815,258,1111800,4971,763763,5773,348037,4326,244015,4954,27390,1383,216625,4761
04000C1US30,30,Montana -- In metropolitan statistical area -- in principal city,239073,93,195541,2038,108863,2515,86678,2415,43532,2032,4395,612,39137,1964
04000C1US31,31,Nebraska -- In metropolitan statistical area -- in principal city,791438,96,663773,3362,409774,4064,253999,3540,127665,3353,14140,984,113525,3203
04000C1US32,32,Nevada -- In metropolitan statistical area -- in principal city,1432288,3162,1243806,5811,871157,6706,372649,5175,188482,4577,20754,1357,167728,4113
04000C1US33,33,New Hampshire -- In metropolitan statistical area -- in principal city,198243,55,174869,1488,104399,2110,70470,2210,23374,1491,3280,623,20094,1328
04000C1US34,34,New Jersey -- In metropolitan statistical area -- in principal city,971811,1374,868668,4168,748448,5400,120220,3489,103143,3906,4717,817,98426,3618
04000C1US35,35,New Mexico -- In metropolitan statistical area -- in principal city,786569,135,683473,3874,510903,5120,172570,4177,103096,3876,14584,1174,88512,3746
04000C1US36,36,New York -- In metropolitan statistical area -- in principal city,9846312,583,8648139,19165,6973467,26082,1674672,12485,1198173,19106,51780,2397,1146393,18002
04000C1US37,37,North Carolina -- In metropolitan statistical area -- in principal city,3206680,553,2728373,7492,2072008,9377,656365,6642,478307,7615,62123,2674,416184,7322
04000C1US38,38,North Dakota -- In metropolitan statistical area -- in principal city,244871,63,213464,1765,115734,2399,97730,2528,31407,1768,3068,636,28339,1610
04000C1US39,39,Ohio -- In metropolitan statistical area -- in principal city,2618341,416,2193056,6220,1511574,7406,681482,6570,425285,6378,37127,1842,388158,5977
04000C1US40,40,Oklahoma -- In metropolitan statistical area -- in principal city,1176502,247,959499,3974,680436,5012,279063,4359,217003,3972,23945,1408,193058,3872
04000C1US41,41,Oregon -- In metropolitan statistical area -- in principal city,1487938,667,1236150,5159,712302,5873,523848,5534,251788,5192,39789,2089,211999,4693
04000C1US42,42,Pennsylvania -- In metropolitan statistical area -- in principal city,2822707,151,2391472,7174,1732940,9600,658532,6588,431235,7202,28244,1572,402991,6769
04000C1US44,44,Rhode Island -- In metropolitan statistical area -- in principal city,260727,96,232119,1566,157079,2474,75040,2353,28608,1551,1664,416,26944,1516
04000C1US45,45,South Carolina -- In metropolitan statistical area -- in principal city,832353,532,703632,3016,539755,3953,163877,2978,128721,3177,14486,1132,114235,3248
04000C1US46,46,South Dakota -- In metropolitan statistical area -- in principal city,243242,80,205640,1760,121057,2447,84583,2509,37602,1759,4247,682,33355,1736
04000C1US47,47,Tennessee -- In metropolitan statistical area -- in principal city,2301273,312,1873391,6939,1481335,8215,392056,5522,427882,6955,60496,2988,367386,6415
04000C1US48,48,Texas -- In metropolitan statistical area -- in principal city,12351280,3168,10860194,21967,8881224,30084,1978970,14452,1491086,21609,123231,4143,1367855,20076
04000C1US49,49,Utah -- In metropolitan statistical area -- in principal city,650939,124,552419,2925,355962,3504,196457,3228,98520,2929,7494,751,91026,2854
04000C1US50,50,Vermont -- In metropolitan statistical area -- in principal city,61226,36,52883,883,28088,1095,24795,1024,8343,888,732,218,7611,839
04000C1US51,51,Virginia -- In metropolitan statistical area -- in principal city,2226060,1122,1868753,6181,1339773,9000,528980,5648,357307,5990,35556,1686,321751,5682
04000C1US53,53,Washington -- In metropolitan statistical area -- in principal city,2641086,908,2250969,6665,1357693,8121,893276,8626,390117,6610,47081,2329,343036,6163
04000C1US54,54,West Virginia -- In metropolitan statistical area -- in principal city,249676,189,187938,1953,122451,2449,65487,2031,61738,1943,5292,532,56446,1937
04000C1US55,55,Wisconsin -- In metropolitan statistical area -- in principal city,1697595,284,1474453,4356,936162,5724,538291,5159,223142,4370,19198,1174,203944,4274
04000C1US56,56,Wyoming -- In metropolitan statistical area -- in principal city,122157,71,99888,1550,58918,1691,40970,1976,22269,1552,2762,451,19507,1478
04000C1US72,72,Puerto Rico -- In metropolitan statistical area -- in principal city,916911,3846,820891,4070,784727,3981,36164,1900,96020,2317,1578,235,94442,2309
04000C2US01,01,Alabama -- In metropolitan statistical area -- not in principal city,2308390,1099,1736519,6958,1329890,8084,406629,7318,571871,6832,61174,2725,510697,6508
04000C2US02,02,Alaska -- In metropolitan statistical area -- not in principal city,169313,56,136151,1472,76752,2172,59399,2171,33162,1479,3898,522,29264,1427
04000C2US04,04,Arizona -- In metropolitan statistical area -- not in principal city,3113428,239,2565243,8367,1749584,10747,815659,9352,548185,8380,44327,1986,503858,8371
04000C2US05,05,Arkansas -- In metropolitan statistical area -- not in principal city,998735,123,722254,5078,513978,4979,208276,4653,276481,5056,27199,1859,249282,5292
04000C2US06,06,California -- In metropolitan statistical area -- not in principal city,20317952,1717,17885400,33159,13356150,49844,4529250,23312,2432552,33384,187036,4459,2245516,31286
04000C2US08,08,Colorado -- In metropolitan statistical area -- not in principal city,2505263,428,2074231,6259,1214977,7611,859254,7272,431032,6201,49096,2295,381936,6877
04000C2US09,09,Connecticut -- In metropolitan statistical area -- not in principal city,2372402,275,2081382,5284,1190469,8190,890913,7641,291020,5262,22918,1250,268102,5225
04000C2US10,10,Delaware -- In metropolitan statistical area -- not in principal city,835347,100,703443,4178,475716,4787,227727,4063,131904,4148,13129,1147,118775,4072
04000C2US12,12,Florida -- In metropolitan statistical area -- not in principal city,14204641,3708,12033141,21772,8896204,37899,3136937,25550,2171500,22052,192601,4995,1978899,19709
04000C2US13,13,Georgia -- In metropolitan statistical area -- not in principal city,6460605,516,5318478,15882,4189320,20429,1129158,11755,1142127,16045,140861,4021,1001266,14824
04000C2US15,15,Hawaii -- In metropolitan statistical area -- not in principal city,742528,1688,662160,3049,394726,4206,267434,4085,80368,2931,4374,450,75994,2846
04000C2US16,16,Idaho -- In metropolitan statistical area -- not in principal city,689117,177,546849,4148,354630,5258,192219,4958,142268,4172,18109,1901,124159,3936
04000C2US17,17,Illinois -- In metropolitan statistical area -- not in principal city,7142767,1366,6125699,13275,4012705,17342,2112994,11954,1017068,13162,96615,3241,920453,12113
04000C2US18,18,Indiana -- In metropolitan statistical area -- not in principal city,2966004,1597,2256900,7900,1458275,8492,798625,7750,709104,7775,81269,3258,627835,7956
04000C2US19,19,Iowa -- In metropolitan statistical area -- not in principal city,878199,185,687387,3956,410744,4659,276643,3777,190812,3955,19387,1178,171425,3749
04000C2US20,20,Kansas -- In metropolitan statistical area -- not in principal city,961399,320,767843,4006,473058,4836,294785,4341,193556,3963,25664,1514,167892,3912
04000C2US21,21,Kentucky -- In metropolitan statistical area -- not in principal city,1477019,628,1119313,5595,769352,5990,349961,5276,357706,5516,40037,1981,317669,5472
04000C2US22,22,Louisiana -- In metropolitan statistical area -- not in principal city,2508511,2085,2072801,8442,1561846,10695,510955,7306,435710,8719,46095,2219,389615,8517
04000C2US23,23,Maine -- In metropolitan statistical area -- not in principal city,601842,56,504998,2923,280083,3632,224915,3697,96844,2905,14060,1204,82784,2749
04000C2US24,24,Maryland -- In metropolitan statistical area -- not in principal city,4598664,3516,3855934,10646,2700284,12425,1155650,7926,742730,10273,70195,2674,672535,9709
04000C2US25,25,Massachusetts -- In metropolitan statistical area -- not in principal city,5260642,113,4569408,10896,2726872,14858,1842536,10243,691234,10885,50591,2576,640643,10333
04000C2US26,26,Michigan -- In metropolitan statistical area -- not in principal city,5640744,378,4707423,8217,2762744,11512,1944679,10053,933321,8238,104592,2651,828729,7768
04000C2US27,27,Minnesota -- In metropolitan statistical area -- not in principal city,2936801,138,2522055,5565,1332116,7936,1189939,7727,414746,5570,45237,2031,369509,5171
04000C2US28,28,Mississippi -- In metropolitan statistical area -- not in principal city,1015740,207,803463,5201,632059,5380,171404,4298,212277,5269,23194,1770,189083,4734
04000C2US29,29,Missouri -- In metropolitan statistical area -- not in principal city,3171978,258,2485403,8205,1571356,8855,914047,6346,686575,8155,91517,3291,595058,7804
04000C2US30,30,Montana -- In metropolitan statistical area -- not in principal city,124519,123,102125,1437,58851,1778,43274,1355,22394,1441,2781,547,19613,1382
04000C2US31,31,Nebraska -- In metropolitan statistical area -- not in principal city,434628,96,362691,2001,203980,2652,158711,2614,71937,1989,8440,705,63497,1978
04000C2US32,32,Nevada -- In metropolitan statistical area -- not in principal city,1183809,3162,1035378,5495,763530,6773,271848,4903,148431,4775,14525,1018,133906,4581
04000C2US33,33,New Hampshire -- In metropolitan statistical area -- not in principal city,637159,55,546814,2869,270473,3625,276341,3926,90345,2867,16231,1523,74114,2661
04000C2US34,34,New Jersey -- In metropolitan statistical area -- not in principal city,7988350,1374,7079388,12812,4696567,20263,2382821,14947,908962,12988,84348,2650,824614,13350
04000C2US35,35,New Mexico -- In metropolitan statistical area -- not in principal city,608064,135,541620,2994,429117,4055,112503,3073,66444,2983,7759,743,58685,2997
04000C2US36,36,New York -- In metropolitan statistical area -- not in principal city,8562133,583,7373725,12440,4505361,20082,2868364,13600,1188408,12472,93908,2792,1094500,11773
04000C2US37,37,North Carolina -- In metropolitan statistical area -- not in principal city,4641318,553,3647442,11438,2623196,11910,1024246,9962,993876,11270,116314,3583,877562,10163
04000C2US38,38,North Dakota -- In metropolitan statistical area -- not in principal city,124552,102,109453,1294,60403,1487,49050,1800,15099,1292,1361,340,13738,1289
04000C2US39,39,Ohio -- In metropolitan statistical area -- not in principal city,6627652,416,5389149,11428,3235136,14343,2154013,13404,1238503,11381,143323,4161,1095180,11136
04000C2US40,40,Oklahoma -- In metropolitan statistical area -- not in principal city,1437582,247,1085661,4618,731576,4273,354085,4231,351921,4659,44241,1929,307680,4141
04000C2US41,41,Oregon -- In metropolitan statistical area -- not in principal city,1879945,667,1527869,5303,907361,6858,620508,6274,352076,5246,55378,2690,296698,4717
04000C2US42,42,Pennsylvania -- In metropolitan statistical area -- not in principal city,8489340,151,7126081,10728,4020484,13540,3105597,12243,1363259,10713,131762,3148,1231497,10273
04000C2US44,44,Rhode Island -- In metropolitan statistical area -- not in principal city,795411,96,704294,2723,405731,4222,298563,3825,91117,2766,5960,604,85157,2652
04000C2US45,45,South Carolina -- In metropolitan statistical area -- not in principal city,3311600,532,2631817,9226,1987758,9928,644059,6953,679783,9115,76114,3125,603669,8601
04000C2US46,46,South Dakota -- In metropolitan statistical area -- not in principal city,165962,80,139074,1589,78297,1798,60777,1848,26888,1596,3043,497,23845,1510
04000C2US47,47,Tennessee -- In metropolitan statistical area -- not in principal city,2799928,312,2065933,8693,1508986,9955,556947,6886,733995,8686,83675,3551,650320,8117
04000C2US48,48,Texas -- In metropolitan statistical area -- not in principal city,12027718,3133,10114633,23721,7738510,28966,2376123,15791,1913085,23764,179082,5735,1734003,21328
04000C2US49,49,Utah -- In metropolitan statistical area -- not in principal city,2024447,124,1678928,6833,1049380,8685,629548,7546,345519,6804,29417,1741,316102,6227
04000C2US50,50,Vermont -- In metropolitan statistical area -- not in principal city,155525,36,131988,1154,74953,1623,57035,1568,23537,1145,2471,347,21066,1143
04000C2US51,51,Virginia -- In metropolitan statistical area -- not in principal city,5089657,1122,4175324,10911,2934170,13358,1241154,8655,914333,10752,99117,3227,815216,9997
04000C2US53,53,Washington -- In metropolitan statistical area -- not in principal city,3807406,908,3202443,8861,1906186,11361,1296257,10470,604963,8745,77086,2905,527877,8008
04000C2US54,54,West Virginia -- In metropolitan statistical area -- not in principal city,882342,189,612508,5205,409746,4562,202762,4221,269834,5206,25192,1558,244642,5209
04000C2US55,55,Wisconsin -- In metropolitan statistical area -- not in principal city,2567958,284,2212539,5164,1183254,7516,1029285,6373,355419,5155,37931,1828,317488,4537
04000C2US56,56,Wyoming -- In metropolitan statistical area -- not in principal city,55897,71,44069,1243,27241,1299,16828,1046,11828,1248,902,198,10926,1238
04000C2US72,72,Puerto Rico -- In metropolitan statistical area -- not in principal city,2401241,3846,2226802,5796,2185866,6103,40936,1947,174439,4565,2881,447,171558,4514
04000E0US01,01,Alabama -- In micropolitan statistical area,704785,*****,528438,4013,444861,4274,83577,2700,176347,4012,15007,1327,161340,3922
04000E0US02,02,Alaska -- In micropolitan statistical area,46179,*****,39879,533,23096,803,16783,718,6300,533,792,180,5508,536
04000E0US04,04,Arizona -- In micropolitan statistical area,245105,*****,209419,1897,162673,2280,46746,1822,35686,1897,1979,331,33707,1829
04000E0US05,05,Arkansas -- In micropolitan statistical area,601159,*****,435909,3827,322741,3974,113168,2979,165250,3827,13529,955,151721,3834
04000E0US06,06,California -- In micropolitan statistical area,561978,*****,459898,3058,281790,3992,178108,3501,102080,3058,11647,990,90433,3059
04000E0US08,08,Colorado -- In micropolitan statistical area,388541,*****,310140,3021,201474,2917,108666,2383,78401,3021,10234,1279,68167,2968
